Name,X,Y,BlueF,GreenF,RedF,Parallax,RadialVelocity,Variable?
TopS014614,-39.3819,38.3110,8.520e-19,1.313e-18,2.345e-18,-0.0,-130.74,0
TopS014624,-39.3495,38.2537,1.613e-18,1.437e-18,8.096e-19,-0.001,-129.08,0
TopS014629,-39.3816,38.3031,4.519e-19,4.449e-19,3.169e-19,0.0,-130.63,0
TopS014631,-39.4300,38.2780,1.656e-19,1.706e-19,1.318e-19,-0.0,-127.35,0
TopS014633,-39.4184,38.3169,2.326e-18,1.908e-18,9.096e-19,-0.0,-128.96,0
TopS014636,-39.3914,38.2834,1.968e-18,3.418e-18,7.603e-18,-0.001,-128.5,0
TopS014640,-39.3881,38.3030,1.414e-19,1.460e-19,1.082e-19,-0.0,-130.39,0
TopS014644,-39.3863,38.3005,7.637e-19,1.237e-18,2.500e-18,-0.0,-130.46,0
TopS014645,-39.3880,38.2856,9.982e-20,1.050e-19,8.570e-20,-0.0,-128.65,0
TopS014650,-39.3917,38.1993,2.752e-19,2.935e-19,2.326e-19,-0.001,-127.76,0
TopS014660,-39.3936,38.2959,2.557e-14,2.034e-14,9.263e-15,0.0,-129.1,1
TopS014662,-39.3694,38.3183,1.117e-18,1.587e-18,2.328e-18,-0.0,-130.99,0
TopS014670,-39.3859,38.2918,7.086e-19,6.459e-19,3.699e-19,0.0,-129.84,0
TopS014675,-39.3857,38.2848,8.383e-20,8.613e-20,6.553e-20,-0.0,-128.83,0
TopS014677,-39.3400,38.3451,2.162e-14,2.205e-14,1.715e-14,-0.001,-131.14,1
TopS014682,-39.3781,38.3022,8.325e-19,1.828e-18,6.793e-18,-0.001,-130.73,0
TopS014684,-39.3852,38.2858,6.860e-19,1.165e-18,2.552e-18,0.0,-128.82,0
TopS014685,-39.3870,38.3175,3.164e-20,3.473e-20,3.087e-20,-0.0,-130.22,0
TopS014694,-39.4028,38.2885,2.045e-20,2.341e-20,2.235e-20,0.0,-127.9,0
TopS014695,-39.4920,38.3373,3.457e-20,4.031e-20,3.881e-20,-0.0,-128.57,0
TopS014698,-39.3131,38.3320,2.326e-20,2.765e-20,2.804e-20,0.001,-130.87,0
TopS014701,-39.3371,38.3884,1.125e-19,1.190e-19,9.553e-20,-0.0,-131.08,0
TopS014702,-39.3906,38.2773,8.086e-19,1.325e-18,2.638e-18,0.0,-127.46,0
TopS014705,-39.4200,38.2720,7.205e-20,8.118e-20,7.454e-20,0.0,-126.97,0
TopS014706,-39.3795,38.2960,3.819e-20,4.537e-20,4.509e-20,0.0,-130.02,0
TopS014707,-39.3855,38.3003,5.084e-20,5.729e-20,5.407e-20,-0.0,-130.08,0
TopS014708,-39.3846,38.3052,2.159e-20,2.652e-20,3.012e-20,0.001,-130.39,0
TopS014712,-39.4186,38.2681,5.470e-19,5.159e-19,3.305e-19,0.001,-127.23,0
TopS014717,-39.4386,38.2878,1.223e-18,2.228e-18,5.607e-18,0.0,-127.82,0
TopS014734,-39.4366,38.4261,1.062e-19,1.104e-19,8.846e-20,-0.001,-129.67,0
TopS014736,-39.3926,38.2908,1.322e-18,2.986e-18,1.171e-17,0.001,-127.91,0
TopS014737,-39.3667,38.2853,1.370e-19,1.373e-19,9.641e-20,0.0,-129.54,0
TopS014744,-39.3117,38.1957,3.957e-19,4.008e-19,2.925e-19,0.0,-128.84,0
TopS014746,-39.3966,38.2948,2.048e-20,2.589e-20,2.913e-20,-0.0,-128.94,0
TopS014747,-39.3390,38.2925,2.135e-19,2.102e-19,1.468e-19,-0.0,-130.2,0
TopS014753,-39.4175,38.2783,6.712e-20,7.594e-20,6.967e-20,-0.001,-127.58,0
TopS014759,-39.4399,38.2577,1.069e-19,1.154e-19,9.576e-20,0.001,-127.18,0
TopS014761,-39.4072,38.2955,2.406e-19,2.552e-19,2.049e-19,0.001,-128.55,0
TopS014765,-39.3831,38.2935,1.742e-20,2.306e-20,2.917e-20,-0.0,-130.18,0
TopS014768,-39.4006,38.3055,3.249e-20,4.028e-20,4.482e-20,-0.001,-129.39,0
TopS014769,-39.3808,38.2965,1.457e-18,2.337e-18,4.464e-18,0.0,-130.64,0
TopS014771,-39.3834,38.2859,9.691e-20,1.005e-19,7.804e-20,-0.0,-129.82,0
TopS014774,-39.3239,38.3010,6.507e-20,7.165e-20,6.509e-20,-0.001,-130.08,0
TopS014777,-39.4250,38.3254,1.535e-18,1.274e-18,6.225e-19,-0.0,-129.01,0
TopS014781,-39.4055,38.2889,8.747e-14,6.645e-14,2.860e-14,0.001,-127.62,1
TopS014783,-39.4364,38.3478,7.000e-20,7.580e-20,6.353e-20,-0.0,-129.18,0
TopS014786,-39.4155,38.3070,8.046e-18,1.901e-17,8.412e-17,0.0,-128.58,0
TopS014791,-39.3982,38.2783,7.214e-20,8.170e-20,7.788e-20,-0.0,-127.48,0
TopS014793,-39.4021,38.3291,1.183e-17,3.640e-17,2.760e-16,-0.0,-129.7,0
TopS014794,-39.3785,38.2907,3.761e-19,6.806e-19,1.664e-18,0.0,-129.65,0
TopS014795,-39.6547,38.0360,1.916e-20,2.422e-20,2.867e-20,-0.0,-126.75,0
TopS014797,-39.3993,38.3168,8.181e-20,9.162e-20,8.264e-20,0.0,-129.66,0
TopS014801,-39.3834,38.2890,1.123e-20,1.458e-20,1.830e-20,-0.001,-129.97,0
TopS014802,-39.4017,38.2545,1.359e-19,1.468e-19,1.300e-19,0.0,-127.16,0
TopS014803,-39.3876,38.2882,3.724e-19,3.525e-19,2.235e-19,0.0,-128.2,0
TopS014808,-39.4120,38.2882,2.196e-20,2.747e-20,3.114e-20,-0.0,-127.54,0
TopS014809,-39.2826,38.3371,4.016e-14,3.757e-14,2.399e-14,0.0,-130.78,1
TopS014811,-39.3540,38.3235,5.482e-20,6.397e-20,6.121e-20,0.0,-131.12,0
TopS014812,-39.3748,38.2876,7.925e-19,7.410e-19,4.681e-19,-0.001,-129.56,0
TopS014815,-39.3397,38.3392,1.910e-20,2.457e-20,2.860e-20,0.001,-131.05,0
TopS014820,-39.3733,38.2680,8.370e-14,6.214e-14,2.559e-14,0.0,-128.77,0
TopS014821,-39.4055,38.3135,1.395e-20,1.744e-20,2.048e-20,0.001,-129.54,0
TopS014825,-39.4702,38.2386,6.773e-19,6.284e-19,3.977e-19,0.0,-126.85,0
TopS014832,-39.3257,38.3312,1.371e-18,1.227e-18,6.976e-19,-0.001,-130.99,0
TopS014836,-39.4448,38.2423,5.729e-14,4.281e-14,1.702e-14,0.001,-126.9,0
TopS014839,-39.4230,38.2536,1.671e-20,2.070e-20,2.311e-20,-0.001,-127.0,0
TopS014843,-39.4398,38.2062,2.567e-20,3.036e-20,3.168e-20,-0.001,-127.0,0
TopS014847,-39.3955,38.2891,1.042e-18,1.650e-18,3.058e-18,-0.001,-127.69,0
TopS014848,-39.3854,38.3262,2.288e-20,2.762e-20,2.845e-20,0.0,-130.67,0
TopS014851,-39.4710,38.2103,9.249e-19,1.575e-18,3.325e-18,-0.001,-126.75,0
TopS014853,-39.3937,38.2901,4.796e-20,5.332e-20,4.667e-20,-0.001,-128.66,0
TopS014858,-39.3792,38.2686,1.527e-20,1.991e-20,2.486e-20,0.0,-128.69,0
TopS014865,-39.4104,38.2942,1.907e-20,2.312e-20,2.474e-20,-0.0,-127.44,0
TopS014870,-39.3972,38.2980,2.399e-14,1.636e-14,5.610e-15,0.0,-129.85,0
TopS014874,-39.4008,38.2181,6.203e-20,6.708e-20,5.568e-20,0.001,-127.55,0
TopS014877,-39.4002,38.2743,1.711e-18,2.722e-18,5.180e-18,-0.001,-127.39,0
TopS014878,-39.3493,38.3126,1.272e-20,1.648e-20,2.063e-20,-0.0,-130.67,0
TopS014881,-39.4112,38.2563,1.131e-20,1.398e-20,1.584e-20,0.0,-126.99,0
TopS014885,-39.4028,38.2817,1.601e-18,3.900e-18,1.735e-17,0.001,-127.46,0
TopS014887,-39.3775,38.2921,3.844e-19,3.726e-19,2.539e-19,-0.0,-130.25,0
TopS014893,-39.3266,38.3496,1.608e-19,1.674e-19,1.299e-19,0.0,-131.22,0
TopS014895,-39.4430,38.3376,4.473e-20,5.042e-20,4.482e-20,0.0,-128.93,0
TopS014896,-39.3388,38.3652,1.872e-20,2.355e-20,2.686e-20,0.0,-131.06,0
TopS014897,-39.4106,38.3203,1.174e-20,1.536e-20,1.894e-20,0.0,-129.19,0
TopS014900,-39.3895,38.2761,1.285e-20,1.709e-20,2.176e-20,0.001,-127.77,0
TopS014901,-39.4022,38.2971,2.076e-20,2.601e-20,2.975e-20,0.001,-128.78,0
TopS014902,-39.3622,38.2881,3.612e-20,4.032e-20,3.764e-20,0.001,-130.18,0
TopS014904,-39.3364,38.4034,3.699e-20,4.165e-20,3.758e-20,0.001,-130.97,0
TopS014911,-39.2756,38.2389,2.567e-18,4.520e-18,1.022e-17,0.001,-129.38,0
TopS014912,-39.3697,38.3000,1.329e-19,1.387e-19,1.081e-19,0.001,-130.86,0
TopS014916,-39.4270,38.2808,1.059e-18,1.654e-18,2.976e-18,0.0,-127.33,0
TopS014920,-39.3656,38.2449,6.295e-14,5.282e-14,2.650e-14,-0.001,-128.59,1
TopS014921,-39.4172,38.3002,1.780e-20,2.295e-20,2.664e-20,0.001,-128.35,0
TopS014924,-39.4217,38.2506,1.819e-18,1.402e-18,5.857e-19,0.001,-126.98,0
TopS014937,-39.1201,38.4464,1.246e-18,1.879e-18,3.112e-18,0.001,-130.95,0
TopS014942,-39.3946,38.3302,1.032e-19,1.063e-19,7.966e-20,0.0,-130.34,0
TopS014945,-39.4074,38.2789,3.840e-14,2.761e-14,1.003e-14,0.001,-127.34,0
TopS014948,-39.3819,38.2882,1.705e-20,2.208e-20,2.754e-20,-0.0,-130.48,0
TopS014950,-39.3621,38.3269,2.208e-20,2.577e-20,2.540e-20,-0.0,-131.06,0
TopS014951,-39.3967,38.2944,1.461e-20,1.814e-20,1.978e-20,-0.0,-128.7,0
TopS014959,-39.3721,38.3200,3.879e-19,3.743e-19,2.536e-19,0.0,-131.06,0
TopS014960,-39.3760,38.3043,9.847e-16,6.406e-16,2.016e-16,-0.0,-130.8,0
TopS014966,-39.3446,38.3762,1.452e-19,1.551e-19,1.291e-19,-0.0,-131.0,0
TopS014973,-39.3951,38.2906,2.207e-18,1.895e-18,9.884e-19,0.0,-128.09,0
TopS014976,-39.4204,38.2843,5.008e-20,5.767e-20,5.475e-20,0.0,-127.86,0
TopS014985,-39.3795,38.2998,8.380e-20,8.468e-20,6.196e-20,0.0,-129.98,0
TopS014989,-39.3831,38.3573,1.305e-18,2.195e-18,4.606e-18,-0.0,-130.42,0
TopS014990,-39.4248,38.2983,2.716e-19,5.359e-19,1.540e-18,0.0,-128.34,0
TopS014997,-39.3594,38.3009,8.355e-19,8.115e-19,5.593e-19,-0.0,-130.36,0
TopS015014,-39.3951,38.2923,8.088e-18,6.403e-18,2.847e-18,-0.0,-127.94,0
TopS015017,-39.3987,38.3083,7.880e-14,6.295e-14,2.813e-14,-0.0,-130.01,1
TopS015020,-39.3892,38.2902,9.803e-20,1.006e-19,7.844e-20,-0.002,-129.55,0
TopS015021,-39.3938,38.2940,1.426e-20,1.841e-20,2.195e-20,0.0,-128.77,0
TopS015023,-39.4423,38.2888,2.660e-19,2.664e-19,1.893e-19,0.001,-127.65,0
TopS015025,-39.3767,38.2990,3.343e-19,6.671e-19,1.962e-18,-0.001,-130.48,0
TopS015031,-39.3809,38.3008,6.909e-20,8.187e-20,8.208e-20,0.0,-130.29,0
TopS015039,-39.3983,38.2939,1.227e-18,1.694e-18,2.380e-18,0.0,-127.48,0
TopS015040,-39.4148,38.2912,7.723e-19,1.625e-18,5.464e-18,0.0,-127.7,0
TopS015044,-39.4240,38.2529,2.452e-20,2.928e-20,3.080e-20,-0.0,-126.95,0
TopS015045,-39.3968,38.2918,4.888e-19,8.443e-19,1.865e-18,-0.0,-127.66,0
TopS015050,-39.3568,38.2717,2.995e-19,3.022e-19,2.199e-19,-0.001,-129.24,0
TopS015053,-39.4002,38.1991,2.132e-18,3.774e-18,8.933e-18,0.001,-127.75,0
TopS015062,-39.3738,38.3352,1.967e-18,4.622e-18,1.995e-17,-0.001,-130.65,0
TopS015063,-39.3450,38.3036,1.646e-19,1.676e-19,1.225e-19,0.001,-130.6,0
TopS015064,-39.3880,38.2897,3.429e-20,3.808e-20,3.481e-20,-0.0,-130.33,0
TopS015068,-39.3352,38.2820,1.009e-20,1.361e-20,1.831e-20,-0.0,-129.85,0
TopS015072,-39.3969,38.3067,1.897e-19,1.882e-19,1.365e-19,0.0,-129.56,0
TopS015073,-39.2858,38.4040,1.531e-18,3.282e-18,1.152e-17,0.0,-131.24,0
TopS015078,-39.3937,38.2919,1.358e-18,2.648e-18,7.736e-18,-0.0,-128.48,0
TopS015087,-39.4007,38.2913,1.619e-18,2.503e-18,4.364e-18,-0.0,-127.32,0
TopS015094,-39.4170,38.2676,4.643e-20,5.333e-20,5.322e-20,0.0,-127.0,0
TopS015096,-39.4043,38.2791,8.133e-20,9.013e-20,8.121e-20,0.001,-127.22,0
TopS015098,-39.4050,38.2957,1.477e-20,1.908e-20,2.332e-20,0.0,-128.56,0
TopS015100,-39.3791,38.2849,2.412e-20,3.230e-20,4.060e-20,-0.0,-129.48,0
TopS015101,-39.4115,38.2837,1.378e-20,1.647e-20,1.733e-20,0.0,-127.55,0
TopS015115,-39.3463,38.2863,1.599e-20,2.009e-20,2.281e-20,0.001,-129.83,0
TopS015119,-39.4220,38.3523,2.947e-14,2.646e-14,1.546e-14,-0.0,-129.52,1
TopS015121,-39.4543,38.2936,1.264e-20,1.605e-20,1.944e-20,0.0,-128.21,0
TopS015123,-39.3927,38.2927,3.425e-19,3.250e-19,2.102e-19,0.0,-128.84,0
TopS015126,-39.5138,38.2165,7.711e-20,8.734e-20,8.004e-20,-0.001,-127.03,0
TopS015137,-39.3963,38.3236,2.380e-19,2.450e-19,1.885e-19,-0.0,-129.77,0
TopS015139,-39.3863,38.3269,8.742e-20,9.177e-20,7.596e-20,-0.0,-130.72,0
TopS015140,-39.3869,38.3050,1.371e-20,1.752e-20,2.110e-20,0.0,-130.44,0
TopS015144,-39.3637,38.2884,2.503e-14,1.746e-14,5.882e-15,0.0,-129.52,0
TopS015146,-39.3713,38.3045,1.276e-20,1.606e-20,1.826e-20,0.001,-131.04,0
TopS015151,-39.3708,38.2836,3.199e-18,5.021e-18,8.871e-18,-0.0,-129.44,0
TopS015155,-39.4096,38.2153,4.701e-19,7.763e-19,1.582e-18,0.001,-127.41,0
TopS015160,-39.4040,38.2605,4.799e-19,4.588e-19,2.961e-19,-0.001,-127.37,0
TopS015162,-39.4730,38.2454,1.681e-18,1.437e-18,7.541e-19,-0.0,-127.13,0
TopS015167,-39.3337,38.3209,6.979e-20,7.177e-20,5.707e-20,-0.0,-131.0,0
TopS015170,-39.3796,38.3104,1.705e-19,1.782e-19,1.420e-19,0.001,-130.91,0
TopS015175,-39.3862,38.2843,1.390e-20,1.853e-20,2.372e-20,0.001,-128.73,0
TopS015177,-39.1753,38.3582,4.065e-19,7.810e-19,2.157e-18,-0.001,-130.58,0
TopS015181,-39.4684,38.2598,3.152e-20,3.672e-20,3.587e-20,0.0,-127.12,0
TopS015183,-39.4281,38.3238,1.176e-19,1.234e-19,9.768e-20,-0.0,-128.91,0
TopS015184,-39.3758,38.3103,1.129e-20,1.493e-20,1.863e-20,0.0,-130.97,0
TopS015187,-39.3848,38.3097,1.081e-19,1.147e-19,9.494e-20,0.001,-130.78,0
TopS015192,-39.4417,38.2932,4.022e-20,4.714e-20,4.801e-20,-0.0,-127.84,0
TopS015195,-39.3818,38.3304,3.587e-18,5.593e-18,9.784e-18,0.001,-130.62,0
TopS015196,-39.3991,38.2986,3.665e-20,4.296e-20,4.158e-20,0.001,-128.61,0
TopS015197,-39.3987,38.3034,9.076e-15,5.976e-15,1.936e-15,0.001,-130.57,0
TopS015199,-39.3999,38.2956,1.476e-18,1.318e-18,7.500e-19,-0.0,-128.17,0
TopS015201,-39.3627,38.3104,1.497e-18,1.267e-18,6.536e-19,-0.0,-130.57,0
TopS015203,-39.3949,38.2901,6.279e-20,7.007e-20,6.567e-20,0.0,-127.58,0
TopS015207,-39.3902,38.2758,2.260e-19,2.251e-19,1.640e-19,0.0,-128.05,0
TopS015208,-39.3462,38.2610,3.179e-20,3.740e-20,3.787e-20,-0.0,-129.19,0
TopS015211,-39.3934,38.2926,1.422e-20,1.742e-20,1.958e-20,-0.0,-128.28,0
TopS015215,-39.3319,38.3325,5.980e-20,6.897e-20,6.655e-20,-0.0,-130.83,0
TopS015217,-39.3879,38.3068,7.184e-20,8.235e-20,7.785e-20,-0.0,-130.58,0
TopS015223,-39.3926,38.2929,3.346e-14,2.756e-14,1.331e-14,0.0,-129.0,1
TopS015226,-39.3960,38.2904,1.075e-19,1.168e-19,9.949e-20,0.001,-128.58,0
TopS015228,-39.4025,38.3083,5.338e-19,5.063e-19,3.243e-19,-0.0,-129.48,0
TopS015233,-39.3707,38.3069,4.155e-19,3.930e-19,2.623e-19,0.001,-130.96,0
TopS015234,-39.3843,38.3160,8.501e-19,7.942e-19,4.823e-19,0.001,-130.34,0
TopS015236,-39.4301,38.3237,1.028e-20,1.279e-20,1.448e-20,-0.001,-128.83,0
TopS015237,-39.4036,38.2930,4.984e-18,1.221e-17,5.563e-17,-0.0,-127.52,0
TopS015249,-39.3887,38.2953,1.280e-20,1.714e-20,2.216e-20,-0.001,-130.35,0
TopS015250,-39.4130,38.3004,8.876e-19,8.088e-19,4.910e-19,-0.0,-128.12,0
TopS015259,-39.4053,38.3051,6.340e-19,5.687e-19,3.354e-19,0.0,-128.98,0
TopS015260,-39.3254,38.4174,1.661e-18,1.401e-18,7.466e-19,-0.0,-131.16,0
TopS015264,-39.4161,38.2811,1.742e-19,1.884e-19,1.603e-19,-0.001,-127.26,0
TopS015267,-39.4411,38.2461,6.449e-20,7.423e-20,7.037e-20,0.0,-126.86,0
TopS015270,-39.4305,38.2939,9.636e-18,7.661e-18,3.575e-18,-0.0,-126.99,0
TopS015273,-39.4167,38.2802,6.802e-18,5.239e-18,2.346e-18,0.001,-127.63,1
TopS015274,-39.3852,38.2494,6.043e-19,1.124e-18,2.904e-18,-0.001,-127.58,0
TopS015275,-39.3478,38.3099,1.532e-18,2.603e-18,5.637e-18,0.0,-131.05,0
TopS015278,-39.3765,38.3290,8.885e-20,1.012e-19,9.342e-20,0.0,-131.01,0
TopS015281,-39.4231,38.3065,1.201e-19,1.274e-19,1.028e-19,0.0,-127.94,0
TopS015283,-39.3585,38.2589,1.580e-19,1.623e-19,1.257e-19,-0.0,-128.93,0
TopS015285,-39.3646,38.3002,8.758e-18,7.005e-18,3.308e-18,0.001,-130.93,0
TopS015286,-39.3784,38.2642,7.647e-19,6.665e-19,3.717e-19,-0.001,-128.4,0
TopS015287,-39.4226,38.2772,5.561e-14,4.069e-14,1.551e-14,0.0,-127.06,0
TopS015288,-39.3964,38.2579,1.582e-20,1.940e-20,2.139e-20,0.0,-127.01,0
TopS015290,-39.3838,38.3201,3.260e-14,2.281e-14,8.165e-15,0.0,-130.37,0
TopS015292,-39.3993,38.3378,8.081e-19,1.470e-18,3.779e-18,-0.0,-130.93,0
TopS015293,-39.4073,38.3196,1.010e-20,1.347e-20,1.731e-20,-0.001,-129.81,0
TopS015297,-39.4096,38.2846,3.585e-14,3.605e-14,2.756e-14,-0.001,-127.38,1
TopS015298,-39.4073,38.2842,3.812e-14,2.697e-14,1.011e-14,0.0,-127.54,0
TopS015301,-39.4286,38.2835,2.656e-18,5.454e-18,1.772e-17,0.0,-127.3,0
TopS015302,-39.4464,38.3569,1.676e-18,1.505e-18,8.392e-19,-0.001,-129.3,0
TopS015303,-39.4170,38.2894,1.514e-17,1.162e-17,5.047e-18,-0.001,-127.08,1
TopS015306,-39.4391,38.3147,1.703e-18,1.450e-18,7.648e-19,-0.0,-128.07,0
TopS015308,-39.4242,38.3497,2.148e-18,1.872e-18,1.012e-18,0.0,-130.63,0
TopS015310,-39.4255,38.3125,1.841e-18,1.621e-18,9.336e-19,-0.0,-127.54,0
TopS015312,-39.4219,38.2709,2.350e-19,2.216e-19,1.412e-19,-0.001,-127.34,0
TopS015315,-39.4138,38.3156,1.710e-20,2.156e-20,2.517e-20,0.001,-129.11,0
TopS015316,-39.3381,38.2691,8.344e-19,7.351e-19,4.328e-19,0.001,-129.83,0
TopS015318,-39.4387,38.3033,5.274e-20,6.289e-20,6.282e-20,0.0,-127.26,0
TopS015319,-39.3420,38.2749,5.199e-19,7.737e-19,1.216e-18,0.0,-130.25,0
TopS015320,-39.4476,38.2717,3.569e-20,4.214e-20,4.279e-20,0.0,-126.9,0
TopS015321,-39.3659,38.3131,7.361e-20,8.203e-20,7.492e-20,0.0,-130.37,0
TopS015322,-39.4122,38.2742,6.667e-19,6.075e-19,3.648e-19,0.001,-127.2,0
TopS015327,-39.3977,38.2932,1.286e-18,2.885e-18,1.163e-17,-0.0,-128.57,0
TopS015328,-39.3989,38.2942,9.781e-19,1.990e-18,6.317e-18,0.0,-128.59,0
TopS015330,-39.4045,38.2935,9.013e-19,7.812e-19,4.276e-19,0.001,-127.36,0
TopS015331,-39.4079,38.2410,1.123e-20,1.492e-20,1.921e-20,0.0,-127.01,0
TopS015333,-39.4195,38.3357,1.440e-20,1.834e-20,2.218e-20,0.0,-131.03,0
TopS015337,-39.4230,38.3501,6.326e-20,7.390e-20,7.531e-20,0.0,-130.9,0
TopS015339,-39.3602,38.3030,6.798e-20,7.443e-20,6.579e-20,0.001,-130.58,0
TopS015341,-39.4134,38.2458,4.575e-18,3.686e-18,1.765e-18,0.0,-127.11,0
TopS015342,-39.3806,38.2914,1.131e-19,1.232e-19,1.084e-19,0.0,-129.56,0
TopS015343,-39.4086,38.3021,3.757e-18,3.127e-18,1.575e-18,0.001,-128.46,0
TopS015345,-39.4121,38.3104,9.555e-19,2.158e-18,8.526e-18,-0.001,-128.79,0
TopS015347,-39.3648,38.2959,2.553e-18,2.206e-18,1.167e-18,0.001,-129.88,0
TopS015348,-39.3834,38.2793,4.892e-19,4.613e-19,2.913e-19,-0.0,-128.76,0
TopS015350,-39.3669,38.2403,3.660e-19,3.662e-19,2.749e-19,0.0,-128.09,0
TopS015352,-39.4030,38.3024,6.717e-20,7.444e-20,6.862e-20,0.0,-128.91,0
TopS015355,-39.3799,38.3479,1.307e-18,2.627e-18,8.208e-18,0.0,-131.08,0
TopS015357,-39.4128,38.3035,2.642e-20,3.200e-20,3.398e-20,0.0,-128.41,0
TopS015358,-39.3951,38.2611,6.316e-19,6.408e-19,4.620e-19,-0.001,-127.96,0
TopS015359,-39.4385,38.3166,7.697e-19,1.370e-18,3.342e-18,-0.001,-128.15,0
TopS015360,-39.3831,38.2973,3.090e-14,3.029e-14,2.151e-14,-0.0,-130.04,1
TopS015366,-39.4266,38.2819,3.822e-15,2.539e-15,8.226e-16,-0.0,-127.3,0
TopS015368,-39.3905,38.2907,2.819e-14,1.936e-14,6.745e-15,0.0,-129.0,0
TopS015372,-39.3358,38.2695,2.258e-20,2.616e-20,2.611e-20,0.001,-130.54,0
TopS015373,-39.3662,38.2845,1.563e-18,1.370e-18,7.637e-19,-0.0,-129.99,0
TopS015380,-39.3895,38.2644,8.538e-20,9.405e-20,8.220e-20,-0.0,-127.41,0
TopS015381,-39.3701,38.2895,1.279e-20,1.743e-20,2.355e-20,-0.001,-130.75,0
TopS015383,-39.3764,38.3073,1.705e-19,1.780e-19,1.436e-19,-0.001,-130.76,0
TopS015384,-39.4257,38.3155,2.184e-20,2.811e-20,3.473e-20,0.0,-128.64,0
TopS015386,-39.4055,38.2999,7.559e-19,6.959e-19,4.229e-19,0.001,-127.43,0
