Name,X,Y,BlueF,GreenF,RedF,Size,RadialVelocity
TopDG0570,-10.9232,-3.0226,1.093e-16,8.865e-17,3.830e-17,160.5359,-476.07
TopDG0571,-11.0706,-3.1417,1.163e-16,9.295e-17,4.433e-17,195.5881,-475.82
TopDG0572,-11.5083,-2.7800,1.157e-16,8.574e-17,3.870e-17,160.3258,-476.52
TopDG0573,-11.1390,-2.0302,1.098e-16,9.311e-17,4.400e-17,181.1865,-475.76
TopDG0574,-10.7542,-2.1909,1.254e-16,1.030e-16,4.602e-17,167.8826,-476.23
TopDG0575,-11.6373,-2.3878,1.223e-16,9.331e-17,4.244e-17,154.4114,-476.89
TopDG0576,-11.4066,-2.1637,1.097e-16,9.588e-17,4.099e-17,152.0815,-475.41
TopDG0577,-10.7069,-2.6814,1.213e-16,8.961e-17,4.180e-17,176.0901,-476.56
TopDG0578,-10.9878,-2.5728,1.287e-16,1.069e-16,4.104e-17,169.5847,-476.0
TopDG0579,-11.3606,-2.7170,1.171e-16,9.914e-17,3.829e-17,162.2738,-477.21
TopDG0580,-11.7426,-2.6348,1.255e-16,1.007e-16,4.484e-17,177.6944,-476.31
TopDG0590,27.6571,10.6431,1.090e-17,7.918e-18,4.012e-18,174.4866,-1415.58
TopDG0591,27.5652,10.4521,1.156e-17,9.866e-18,4.178e-18,53.6963,-1417.42
TopDG0592,27.5855,10.6015,2.359e-17,1.907e-17,8.372e-18,57.199,-1415.69
TopDG0593,27.7625,10.6401,1.617e-17,1.438e-17,6.599e-18,78.2139,-1415.47
TopDG0594,27.5420,10.5779,1.647e-17,1.290e-17,5.942e-18,57.4161,-1416.54
TopDG0595,27.6270,10.7809,1.660e-17,1.249e-17,5.833e-18,49.117,-1418.39
TopDG0596,27.5997,10.8191,1.769e-17,1.477e-17,6.492e-18,56.3304,-1415.68
TopDG0597,27.3933,10.6911,1.692e-17,1.370e-17,5.406e-18,57.0831,-1417.23
TopDG0598,27.7885,10.6879,1.674e-17,1.410e-17,7.105e-18,59.8327,-1415.6
TopDG0618,3.0693,-28.3254,3.913e-17,3.542e-17,1.485e-17,116.2512,-713.1
TopDG0643,-17.7120,-37.1179,1.668e-17,1.186e-17,5.476e-18,54.3835,-1388.77
TopDG0644,-17.6815,-37.1296,1.674e-17,1.391e-17,6.051e-18,80.1242,-1387.88
TopDG0645,-17.6181,-37.1700,2.473e-17,1.994e-17,6.924e-18,55.5058,-1388.29
TopDG0655,21.4474,37.8908,1.154e-17,1.045e-17,4.068e-18,69.7608,-1327.31
TopDG0745,37.8738,16.9190,1.864e-17,1.547e-17,7.418e-18,65.4863,-1343.8
TopDG0746,37.9401,16.9538,1.140e-17,8.999e-18,4.466e-18,112.6103,-1343.83
TopDG0747,-21.2060,-18.2304,2.556e-17,2.013e-17,9.660e-18,68.9749,-1118.91
TopDG0748,-21.3006,-18.2121,3.326e-17,2.731e-17,1.137e-17,69.5369,-1118.39
TopDG0749,-21.3344,-18.2082,2.356e-17,2.018e-17,8.547e-18,68.1539,-1118.49
TopDG0750,-21.2194,-18.3328,3.411e-17,2.762e-17,1.098e-17,72.1575,-1118.95
TopDG0792,-3.6613,-0.9762,2.989e-17,2.150e-17,1.153e-17,118.0142,-804.14
TopDG0793,16.1261,18.0372,3.638e-17,2.753e-17,8.795e-18,135.9613,-1498.04
TopDG0794,16.1197,18.0544,1.141e-17,9.985e-18,4.640e-18,42.358,-1497.45
TopDG0795,15.9879,18.2840,1.248e-17,9.693e-18,4.585e-18,45.7558,-1494.07
TopDG0796,16.0039,18.0957,1.754e-17,1.530e-17,6.001e-18,48.4012,-1498.46
TopDG0797,15.9137,17.9761,1.314e-17,1.055e-17,4.597e-18,44.2059,-1495.88
TopDG0798,15.8500,17.9460,1.227e-17,1.192e-17,5.142e-18,58.6088,-1496.29
TopDG0799,15.8863,17.9323,1.318e-17,1.082e-17,4.607e-18,43.106,-1495.34
TopDG0800,16.0952,18.3196,1.366e-17,1.138e-17,5.023e-18,50.4429,-1496.78
TopDG0801,16.2883,17.8531,1.355e-17,1.058e-17,5.109e-18,60.9818,-1495.6
TopDG0802,15.9613,18.1823,1.309e-17,1.154e-17,5.561e-18,54.6646,-1495.11
TopDG0803,16.2979,17.9281,1.287e-17,1.071e-17,5.222e-18,52.4101,-1496.76
TopDG0804,16.0128,17.9227,1.198e-17,1.014e-17,4.883e-18,46.2345,-1494.46
TopDG0805,16.3280,18.1738,1.121e-17,1.004e-17,4.608e-18,53.3996,-1496.31
TopDG0806,16.1387,18.1065,7.729e-18,7.241e-18,3.360e-18,92.7889,-1493.75
TopDG0807,16.1251,17.9278,1.309e-17,1.011e-17,4.694e-18,45.3989,-1496.37
TopDG0808,16.1841,18.1689,1.120e-17,1.024e-17,4.757e-18,44.9231,-1494.3
TopDG0837,-24.6696,-1.8021,3.035e-17,2.501e-17,6.981e-18,153.6796,-1786.02
TopDG0838,-24.5381,-1.6922,1.175e-17,8.450e-18,4.159e-18,37.5358,-1786.09
TopDG0839,-24.9227,-1.9234,9.135e-18,7.588e-18,3.373e-18,42.4358,-1785.01
TopDG0840,-24.4632,-1.8554,1.486e-17,1.218e-17,5.190e-18,44.8477,-1784.81
TopDG0841,-24.4842,-1.5953,1.067e-17,8.527e-18,3.895e-18,39.2143,-1786.44
TopDG0842,-24.7852,-1.8892,1.020e-17,8.600e-18,3.932e-18,47.1801,-1784.42
TopDG0843,-24.8555,-1.6615,1.413e-17,1.024e-17,4.797e-18,41.63,-1783.44
TopDG0844,-24.5550,-1.7999,1.063e-17,7.624e-18,3.457e-18,45.2069,-1785.54
TopDG0845,-24.6720,-1.9920,9.649e-18,7.337e-18,4.054e-18,44.1994,-1784.97
TopDG0846,-24.5572,-1.6913,1.040e-17,8.184e-18,3.722e-18,39.5524,-1787.72
TopDG0847,-24.7294,-1.4759,9.388e-18,7.672e-18,3.475e-18,43.9659,-1784.06
TopDG0848,-24.5672,-1.7628,1.348e-17,1.060e-17,5.292e-18,40.1001,-1788.18
TopDG0849,-24.8430,-1.5886,1.078e-17,8.888e-18,4.118e-18,52.0339,-1785.06
TopDG0850,-24.4424,-1.7964,9.292e-18,8.337e-18,3.729e-18,37.3431,-1783.36
TopDG0851,-24.4744,-1.6843,9.836e-18,8.293e-18,3.314e-18,40.2872,-1786.45
TopDG0852,-24.6287,-1.8161,1.003e-17,8.856e-18,3.895e-18,55.7381,-1786.31
TopDG0853,-24.7159,-1.8951,1.050e-17,8.141e-18,3.930e-18,45.2179,-1787.94
TopDG0881,-2.0854,11.2014,8.170e-18,6.328e-18,3.337e-18,55.5067,-1556.18
TopDG0882,19.0250,-13.6863,2.985e-17,2.529e-17,8.606e-18,173.2306,-1688.86
TopDG0883,19.1965,-13.4956,8.485e-18,7.400e-18,3.306e-18,90.8992,-1689.07
TopDG0884,19.2835,-13.4653,8.192e-18,6.465e-18,3.063e-18,48.0142,-1695.75
TopDG0885,18.5871,-13.4072,1.264e-17,9.891e-18,4.414e-18,51.6454,-1688.8
TopDG0886,18.8025,-13.7910,7.494e-18,6.378e-18,2.991e-18,76.9736,-1691.4
TopDG0887,18.7031,-13.5646,1.060e-17,8.794e-18,4.064e-18,56.7936,-1695.59
TopDG0888,18.8336,-13.7953,1.235e-17,9.692e-18,4.250e-18,55.2197,-1693.45
TopDG0889,19.3326,-13.7368,1.079e-17,8.751e-18,4.170e-18,42.0386,-1689.71
TopDG0890,18.9917,-13.8318,7.072e-18,6.375e-18,2.869e-18,95.1536,-1691.85
TopDG0891,18.6263,-13.6955,1.039e-17,8.055e-18,4.063e-18,36.5262,-1693.36
TopDG0892,18.7902,-13.7340,1.581e-17,1.312e-17,5.275e-18,46.1779,-1693.24
TopDG0893,19.1437,-13.5961,1.064e-17,8.381e-18,3.793e-18,44.7031,-1695.54
TopDG0894,18.8144,-13.5023,1.298e-17,9.870e-18,4.968e-18,50.6735,-1689.19
TopDG0895,19.0339,-13.3663,1.022e-17,9.027e-18,3.863e-18,47.062,-1689.63
TopDG0896,18.8424,-13.2459,1.218e-17,8.997e-18,4.260e-18,50.3584,-1689.74
TopDG0897,19.0592,-14.2093,8.070e-18,6.453e-18,2.938e-18,47.8179,-1692.7
TopDG0898,18.7774,-13.3541,1.483e-17,1.340e-17,5.302e-18,45.8328,-1689.72
TopDG0899,18.9341,-13.5938,1.095e-17,9.531e-18,4.193e-18,46.2756,-1692.23
TopDG0900,18.7198,-13.7697,1.178e-17,1.013e-17,4.551e-18,54.2794,-1694.38
TopDG0901,19.3654,-13.8285,1.004e-17,9.479e-18,4.049e-18,41.2739,-1689.71
TopDG0902,19.2642,-13.9716,1.034e-17,9.280e-18,4.020e-18,38.9866,-1692.69
TopDG0903,19.2374,-13.7030,1.101e-17,9.640e-18,4.483e-18,49.9078,-1689.07
TopDG0904,18.9453,-13.6895,1.006e-17,8.644e-18,3.933e-18,35.7095,-1690.73
TopDG0905,18.8140,-13.2331,1.102e-17,8.013e-18,3.883e-18,41.1768,-1691.19
TopDG0906,19.2393,-13.4802,1.188e-17,1.030e-17,4.288e-18,49.1411,-1690.47
TopDG0907,18.8618,-13.5486,7.254e-18,6.116e-18,2.787e-18,52.8199,-1692.49
TopDG0908,19.0474,-13.7902,1.543e-17,1.268e-17,5.189e-18,56.1755,-1695.14
TopDG0909,18.9976,-13.7841,9.113e-18,7.057e-18,2.903e-18,124.6525,-1691.73
TopDG0910,19.2104,-13.8686,7.395e-18,6.035e-18,2.751e-18,57.9058,-1690.42
TopDG0935,0.5270,-16.6563,6.620e-18,5.562e-18,2.485e-18,50.55,-1782.24
TopDG1019,22.7957,19.5514,3.087e-17,2.473e-17,7.934e-18,114.2441,-1713.32
TopDG1020,22.8960,19.3666,7.606e-18,5.910e-18,2.831e-18,71.4768,-1715.18
TopDG1021,22.9742,19.7281,1.221e-17,9.237e-18,4.641e-18,49.6476,-1713.63
TopDG1022,22.5850,19.3787,1.081e-17,8.332e-18,4.285e-18,44.1369,-1714.01
TopDG1023,23.0008,19.6290,1.118e-17,9.277e-18,4.457e-18,57.8214,-1713.31
TopDG1024,22.6818,19.5633,8.316e-18,6.875e-18,3.171e-18,87.2115,-1713.79
TopDG1025,22.9526,19.6481,1.090e-17,9.811e-18,4.356e-18,49.2412,-1713.72
TopDG1026,22.9542,19.8147,1.245e-17,9.675e-18,4.819e-18,46.4547,-1714.72
TopDG1027,22.6733,19.5223,1.112e-17,8.521e-18,3.854e-18,46.0145,-1711.95
TopDG1028,22.8307,19.3285,1.130e-17,8.462e-18,3.690e-18,39.3346,-1714.47
TopDG1029,22.5946,19.3487,9.702e-18,8.307e-18,3.815e-18,47.7209,-1716.74
TopDG1030,22.8521,19.7362,1.125e-17,1.015e-17,4.611e-18,56.9647,-1712.53
TopDG1031,22.8519,19.4919,1.167e-17,8.935e-18,4.383e-18,57.586,-1712.33
TopDG1032,22.8861,19.4783,1.023e-17,9.155e-18,4.432e-18,56.1908,-1712.43
TopDG1033,22.9929,19.3915,1.059e-17,9.574e-18,4.057e-18,45.5449,-1712.47
TopDG1034,22.7422,19.6864,1.036e-17,8.217e-18,3.727e-18,46.6035,-1713.45
TopDG1045,14.5849,-16.3364,1.040e-17,8.942e-18,4.343e-18,38.417,-1801.86
TopDG1046,14.6449,-16.3285,1.007e-17,8.188e-18,3.671e-18,35.9345,-1802.05
TopDG1047,14.6062,-16.3031,8.817e-18,8.481e-18,3.895e-18,38.8155,-1802.29
TopDG1053,-3.8425,36.9726,6.369e-17,4.910e-17,1.596e-17,239.2583,-1126.59
TopDG1054,-3.9658,36.6599,2.110e-17,2.021e-17,9.143e-18,70.4276,-1125.15
TopDG1055,-4.0902,37.2019,2.534e-17,2.005e-17,8.499e-18,69.3094,-1128.99
TopDG1056,-3.5285,37.1338,2.282e-17,1.811e-17,8.629e-18,73.4513,-1124.85
TopDG1057,-3.9820,37.3362,2.130e-17,1.756e-17,8.032e-18,64.341,-1127.34
TopDG1058,-3.7019,36.8628,2.425e-17,1.856e-17,7.655e-18,68.8828,-1125.42
TopDG1059,-3.9813,36.7737,2.501e-17,2.143e-17,9.359e-18,71.5324,-1125.53
TopDG1060,-4.1781,37.0296,2.339e-17,1.843e-17,8.094e-18,75.8995,-1125.96
TopDG1061,-3.7619,37.2670,2.184e-17,1.758e-17,8.605e-18,62.9598,-1125.62
TopDG1062,-3.5789,37.0406,2.369e-17,2.055e-17,9.419e-18,77.0075,-1124.6
TopDG1063,-4.0487,37.1294,2.280e-17,1.860e-17,7.644e-18,58.4691,-1126.27
TopDG1064,-4.0238,37.0663,2.992e-17,2.438e-17,1.022e-17,66.9114,-1125.81
TopDG1070,-24.3804,-4.0820,2.942e-17,2.605e-17,1.109e-17,234.5946,-816.86
TopDG1071,-24.0445,-4.3009,4.451e-17,4.093e-17,1.574e-17,98.2488,-817.29
TopDG1072,-24.1375,-4.1514,4.286e-17,3.577e-17,1.527e-17,109.316,-816.64
TopDG1073,-24.1828,-4.3228,4.257e-17,3.889e-17,1.707e-17,95.0572,-816.26
TopDG1074,-24.3362,-4.0322,2.963e-17,2.324e-17,1.020e-17,222.9557,-817.46
TopDG1075,-24.5550,-3.7884,4.476e-17,3.650e-17,1.481e-17,117.6721,-815.44
TopDG1076,-24.5342,-4.1186,4.210e-17,3.095e-17,1.536e-17,95.9643,-815.93
TopDG1077,-24.6595,-4.0169,4.104e-17,3.285e-17,1.495e-17,94.9781,-816.18
TopDG1180,-33.8025,7.6760,7.120e-18,6.078e-18,2.488e-18,52.7203,-1860.01
TopDG1187,-34.4905,-13.4896,5.031e-17,4.318e-17,1.399e-17,86.1888,-1186.67
TopDG1188,-35.0852,-13.7568,2.209e-17,1.819e-17,7.578e-18,68.6304,-1188.02
TopDG1189,-34.6275,-13.0851,1.947e-17,1.514e-17,7.145e-18,62.8347,-1186.4
TopDG1190,-34.7035,-13.6766,1.424e-17,1.263e-17,5.276e-18,73.6773,-1186.48
TopDG1191,-34.2110,-13.4666,1.485e-17,1.130e-17,5.112e-18,93.5201,-1189.24
TopDG1192,-35.0800,-13.8188,2.093e-17,1.726e-17,8.203e-18,70.5158,-1190.45
TopDG1193,-34.4215,-13.6122,1.356e-17,1.147e-17,4.904e-18,142.225,-1185.54
TopDG1194,-34.9497,-13.1827,2.316e-17,1.883e-17,8.045e-18,94.7163,-1187.66
TopDG1195,-34.5326,-12.9601,1.491e-17,1.140e-17,5.239e-18,73.4378,-1190.88
TopDG1196,-34.6538,-13.7344,1.941e-17,1.551e-17,6.690e-18,66.984,-1188.37
TopDG1197,-34.5022,-13.7164,2.323e-17,1.961e-17,8.339e-18,66.2152,-1185.86
TopDG1198,-34.0816,-13.0419,2.171e-17,1.895e-17,7.835e-18,69.9379,-1186.68
TopDG1199,-34.5640,-13.9885,2.329e-17,1.715e-17,9.162e-18,69.0071,-1186.07
TopDG1200,-34.2523,-13.5938,1.767e-17,1.326e-17,6.138e-18,113.0563,-1189.07
TopDG1201,-34.9388,-13.8796,2.072e-17,1.716e-17,7.717e-18,85.1795,-1188.36
TopDG1202,-34.7029,-13.1951,1.941e-17,1.697e-17,7.717e-18,64.9638,-1186.67
TopDG1203,-34.0852,-13.6234,2.951e-17,2.338e-17,9.684e-18,69.0717,-1187.85
TopDG1204,-34.8572,-13.6985,2.136e-17,1.775e-17,6.903e-18,62.0654,-1186.78
TopDG1205,-34.7731,-13.9851,2.077e-17,1.713e-17,8.483e-18,93.0093,-1187.1
TopDG1206,-34.4834,-13.4625,1.225e-17,1.150e-17,5.252e-18,129.998,-1185.64
TopDG1207,-34.0395,-13.6897,1.321e-17,1.180e-17,4.925e-18,84.1692,-1189.07
TopDG1208,-11.3189,12.8457,1.654e-17,1.346e-17,6.571e-18,67.4069,-1394.62
TopDG1209,-11.3164,12.9759,1.457e-17,1.302e-17,5.903e-18,54.1832,-1394.55
TopDG1210,-11.2581,12.8686,1.421e-17,1.223e-17,5.217e-18,51.2905,-1395.37
TopDG1251,0.4074,-28.8935,1.463e-17,1.157e-17,5.081e-18,73.0932,-1176.43
TopDG1253,25.4609,0.2606,2.051e-17,1.756e-17,8.374e-18,67.625,-1152.77
TopDG1254,25.4926,0.4015,2.003e-17,1.654e-17,7.408e-18,88.6692,-1153.92
TopDG1255,25.3939,0.4059,2.025e-17,1.621e-17,7.351e-18,61.5224,-1152.76
TopDG1256,33.3249,-3.2065,6.615e-18,5.520e-18,2.439e-18,43.2694,-1970.94
TopDG1305,9.7081,17.7354,6.431e-18,5.774e-18,2.741e-18,64.0663,-1789.73
TopDG1306,9.7236,17.7313,1.163e-17,9.464e-18,4.697e-18,53.6964,-1789.28
TopDG1307,9.7523,17.7767,9.998e-18,8.812e-18,4.412e-18,44.723,-1789.31
TopDG1308,9.7167,17.8256,9.805e-18,8.488e-18,3.999e-18,44.4768,-1789.59
TopDG1309,9.6683,17.7007,9.398e-18,8.526e-18,3.850e-18,39.6773,-1789.44
TopDG1324,-19.6893,-1.7747,1.588e-17,1.359e-17,6.094e-18,148.8808,-1188.3
TopDG1325,-19.8038,-1.9645,2.297e-17,1.923e-17,9.153e-18,81.3186,-1187.75
TopDG1326,-19.9163,-1.8346,2.386e-17,2.056e-17,8.797e-18,80.2183,-1188.17
TopDG1327,-19.7251,-1.9443,2.635e-17,2.045e-17,9.250e-18,84.6723,-1186.92
TopDG1328,-19.6474,-1.7191,2.241e-17,2.171e-17,8.431e-18,62.6805,-1188.59
TopDG1329,-19.5445,-1.7182,3.468e-17,2.878e-17,9.993e-18,78.3629,-1188.21
TopDG1330,-19.7751,-1.7965,1.611e-17,1.289e-17,5.720e-18,66.6817,-1186.62
TopDG1331,-19.5480,-1.8471,2.405e-17,1.992e-17,9.460e-18,85.4433,-1187.47
TopDG1346,-39.4159,-37.2703,7.226e-17,4.965e-17,1.740e-17,212.2265,-1036.72
TopDG1347,-38.5105,-36.6990,2.905e-17,2.210e-17,9.138e-18,67.2525,-1039.5
TopDG1348,-39.6195,-37.8926,3.060e-17,2.103e-17,1.016e-17,84.8163,-1039.93
TopDG1349,-38.5357,-36.6177,2.528e-17,2.187e-17,9.819e-18,69.1603,-1039.07
TopDG1350,-38.3556,-37.3152,1.878e-17,1.524e-17,7.142e-18,73.0542,-1039.06
TopDG1351,-39.3214,-38.3467,1.850e-17,1.493e-17,6.749e-18,86.3763,-1040.31
TopDG1352,-38.8189,-37.4419,2.879e-17,2.272e-17,1.051e-17,91.3465,-1036.76
TopDG1353,-38.9571,-37.2631,1.731e-17,1.463e-17,6.219e-18,88.0572,-1036.44
TopDG1354,-40.5086,-37.6661,2.599e-17,2.181e-17,9.207e-18,89.3257,-1037.89
TopDG1355,-38.8256,-37.6428,2.869e-17,2.019e-17,9.239e-18,85.802,-1041.42
TopDG1356,-40.3531,-37.1270,1.853e-17,1.569e-17,7.135e-18,78.0557,-1037.21
TopDG1357,-39.7253,-37.3369,2.000e-17,1.635e-17,6.955e-18,81.7626,-1038.36
TopDG1358,-40.2119,-37.9931,2.920e-17,2.470e-17,1.246e-17,90.2264,-1036.29
TopDG1359,-40.1596,-36.7330,2.554e-17,2.034e-17,1.024e-17,76.533,-1040.02
TopDG1360,-39.2506,-36.4070,2.709e-17,2.396e-17,1.069e-17,80.9273,-1043.13
TopDG1361,-39.2646,-37.7702,1.734e-17,1.515e-17,7.157e-18,108.057,-1040.79
TopDG1362,-38.7696,-36.4470,2.504e-17,2.215e-17,9.395e-18,69.991,-1043.19
TopDG1363,-38.9251,-36.4851,1.686e-17,1.329e-17,6.228e-18,97.1923,-1039.03
TopDG1364,-40.2912,-38.4179,2.877e-17,2.141e-17,9.726e-18,64.0247,-1042.4
TopDG1365,-39.7517,-36.6287,1.721e-17,1.461e-17,5.861e-18,95.5739,-1044.76
TopDG1366,-39.2346,-36.7777,3.041e-17,2.538e-17,1.089e-17,83.1635,-1044.25
TopDG1367,-39.9891,-37.4518,1.830e-17,1.543e-17,7.334e-18,116.9698,-1037.47
TopDG1368,-40.2091,-38.0758,1.574e-17,1.358e-17,6.065e-18,94.6526,-1036.59
TopDG1369,-38.4678,-36.5002,3.711e-17,3.281e-17,1.282e-17,74.2056,-1043.49
TopDG1370,-40.5603,-38.1214,2.892e-17,2.260e-17,9.766e-18,89.3769,-1043.42
TopDG1371,-38.6487,-37.0359,1.761e-17,1.453e-17,6.315e-18,120.7392,-1039.06
TopDG1413,19.7627,24.3540,1.738e-17,1.329e-17,5.666e-18,53.8632,-1320.3
TopDG1414,19.7257,24.4223,1.855e-17,1.708e-17,7.005e-18,60.3459,-1320.45
TopDG1415,19.7098,24.4126,1.762e-17,1.519e-17,6.249e-18,59.1501,-1320.6
TopDG1455,31.5473,14.8855,2.465e-17,1.912e-17,6.465e-18,53.025,-1970.6
TopDG1456,31.6407,14.8595,7.934e-18,6.558e-18,3.318e-18,35.9301,-1971.0
TopDG1457,31.5820,14.7744,8.313e-18,7.201e-18,3.333e-18,34.5742,-1973.07
TopDG1458,31.4112,14.9839,8.809e-18,7.119e-18,3.299e-18,38.7285,-1971.55
TopDG1459,31.5135,14.8182,7.322e-18,6.978e-18,3.133e-18,38.1493,-1971.66
TopDG1460,31.5969,14.9019,9.578e-18,7.614e-18,3.231e-18,45.0798,-1972.45
TopDG1461,31.3737,14.9566,6.673e-18,5.257e-18,2.275e-18,44.3843,-1970.94
TopDG1462,31.4779,14.8538,7.929e-18,7.003e-18,3.195e-18,37.5189,-1971.83
TopDG1463,31.5524,15.0245,8.298e-18,7.805e-18,3.346e-18,47.6981,-1972.28
TopDG1464,31.4069,14.9368,8.908e-18,7.693e-18,3.558e-18,45.0345,-1970.56
