Name,X,Y,BlueF,GreenF,RedF,Size,RadialVelocity
BottomDG0607,-20.7006,20.8616,1.184e-17,9.976e-18,4.504e-18,43.9104,-1592.73
BottomDG0648,40.7433,-32.8229,2.196e-17,1.788e-17,6.479e-18,49.3852,-1480.26
BottomDG0649,40.7946,-32.8584,9.550e-18,8.380e-18,3.401e-18,51.431,-1479.89
BottomDG0809,-31.0175,30.7596,2.817e-17,2.718e-17,9.783e-18,125.7854,-1698.43
BottomDG0810,-30.9718,30.7020,1.114e-17,8.810e-18,4.364e-18,46.2426,-1704.24
BottomDG0811,-31.2793,30.8234,1.287e-17,1.029e-17,4.706e-18,52.8854,-1702.1
BottomDG0812,-31.4884,31.1650,1.181e-17,9.984e-18,4.867e-18,58.5151,-1705.31
BottomDG0813,-30.4961,30.6175,1.260e-17,9.745e-18,4.157e-18,53.216,-1704.16
BottomDG0814,-31.0943,30.7713,7.527e-18,6.984e-18,3.197e-18,94.3644,-1705.34
BottomDG0815,-31.3654,31.1065,1.168e-17,9.584e-18,4.591e-18,45.9125,-1705.84
BottomDG0816,-30.7858,30.8299,8.899e-18,7.134e-18,3.510e-18,86.5622,-1701.22
BottomDG0817,-31.0023,30.9006,1.244e-17,9.347e-18,4.218e-18,41.0209,-1705.43
BottomDG0818,-31.5342,30.9102,1.257e-17,9.871e-18,4.646e-18,52.2396,-1699.34
BottomDG0819,-30.4865,30.7530,7.349e-18,6.545e-18,2.960e-18,57.6653,-1703.63
BottomDG0820,-31.6072,30.9754,1.067e-17,9.112e-18,4.453e-18,41.3837,-1700.81
BottomDG0821,-30.6490,30.9924,1.239e-17,1.005e-17,4.533e-18,57.0161,-1702.66
BottomDG0822,-30.5782,30.8626,1.292e-17,1.034e-17,4.605e-18,52.5301,-1705.3
BottomDG0823,-31.0575,30.3854,1.259e-17,9.980e-18,4.605e-18,49.5722,-1703.79
BottomDG0824,-30.9087,31.1601,1.203e-17,8.495e-18,4.298e-18,40.1835,-1701.05
BottomDG0825,-31.0175,31.2462,7.384e-18,6.194e-18,3.079e-18,53.6975,-1702.56
BottomDG0826,-31.3125,30.3553,1.113e-17,1.004e-17,4.307e-18,47.523,-1702.72
BottomDG0827,-31.4457,30.6986,8.153e-18,6.952e-18,2.943e-18,74.6312,-1701.34
BottomDG0828,-30.9234,30.6057,1.219e-17,1.009e-17,4.688e-18,64.8963,-1705.57
BottomDG0829,-31.3453,30.8353,9.543e-18,7.345e-18,3.531e-18,76.3868,-1704.89
BottomDG0830,-31.2534,30.8482,9.332e-18,7.191e-18,3.632e-18,93.0864,-1705.62
BottomDG0831,-31.0378,31.1323,1.152e-17,1.009e-17,4.629e-18,52.0011,-1699.44
BottomDG0832,-30.9420,30.6863,8.042e-18,6.464e-18,3.194e-18,73.4242,-1704.35
BottomDG0833,-30.8356,30.8923,1.160e-17,9.052e-18,4.284e-18,39.1034,-1705.78
BottomDG0834,-31.2706,30.4099,7.460e-18,6.047e-18,2.806e-18,56.4437,-1705.41
BottomDG0835,-31.5499,31.0274,1.190e-17,9.865e-18,4.373e-18,44.0579,-1705.93
BottomDG0836,-31.6409,30.5971,1.116e-17,9.504e-18,4.318e-18,41.1722,-1701.2
BottomDG0854,3.0975,18.5355,1.716e-17,1.384e-17,6.421e-18,74.5854,-1130.4
BottomDG0855,4.7257,14.0777,2.719e-17,1.939e-17,7.184e-18,116.9277,-1959.21
BottomDG0856,4.8071,14.2526,5.999e-18,5.025e-18,2.329e-18,50.8638,-1958.6
BottomDG0857,4.4577,13.9906,8.648e-18,7.617e-18,3.882e-18,49.004,-1956.85
BottomDG0858,4.8145,14.1453,5.958e-18,5.440e-18,2.112e-18,64.2317,-1961.22
BottomDG0859,4.8829,14.1018,6.070e-18,4.921e-18,2.339e-18,58.4244,-1960.49
BottomDG0860,4.7742,13.8967,5.809e-18,5.036e-18,2.514e-18,65.0811,-1956.47
BottomDG0861,4.8489,13.8743,9.129e-18,8.118e-18,3.647e-18,47.6998,-1959.86
BottomDG0862,4.5801,13.9144,5.368e-18,4.664e-18,2.343e-18,63.558,-1960.38
BottomDG0863,4.8543,14.1414,6.984e-18,5.468e-18,2.823e-18,77.0225,-1960.03
BottomDG0864,4.5138,14.2167,9.176e-18,7.907e-18,3.610e-18,36.3106,-1960.62
BottomDG0865,4.7669,14.0721,1.363e-17,1.109e-17,4.486e-18,36.4659,-1961.12
BottomDG0866,4.8292,14.2601,5.761e-18,4.703e-18,2.298e-18,51.6457,-1958.93
BottomDG0867,4.8347,13.8873,5.923e-18,4.760e-18,2.210e-18,52.9085,-1961.24
BottomDG0868,4.9189,14.3306,8.143e-18,6.929e-18,3.620e-18,40.9478,-1960.34
BottomDG0869,4.5334,13.9662,8.527e-18,7.462e-18,3.275e-18,35.9342,-1960.06
BottomDG0870,4.6099,14.3225,9.432e-18,8.101e-18,3.534e-18,37.1494,-1960.51
BottomDG0871,4.7725,13.9993,8.398e-18,7.891e-18,3.554e-18,45.9094,-1960.96
BottomDG0872,4.7809,14.2470,9.273e-18,7.659e-18,3.520e-18,46.6203,-1960.53
BottomDG0873,4.5340,14.0447,6.788e-18,5.132e-18,2.387e-18,65.0113,-1961.68
BottomDG0874,4.5788,13.9050,9.021e-18,7.916e-18,3.802e-18,44.4006,-1961.01
BottomDG0875,4.6459,14.0353,8.897e-18,7.453e-18,3.874e-18,44.5207,-1958.1
BottomDG0876,4.8362,14.1290,6.111e-18,5.469e-18,2.566e-18,57.1726,-1960.6
BottomDG0948,29.9326,-29.1291,1.645e-17,1.302e-17,5.853e-18,52.5525,-1339.5
BottomDG0949,29.8437,-29.1942,1.620e-17,1.285e-17,6.224e-18,59.8016,-1339.43
BottomDG1043,-20.9429,22.0911,2.274e-17,1.887e-17,8.407e-18,64.9676,-1328.15
BottomDG1044,-20.8937,22.1042,1.490e-17,1.316e-17,6.213e-18,54.4378,-1327.74
BottomDG1065,-27.6813,-12.1483,7.482e-18,6.062e-18,3.065e-18,69.1734,-1666.29
BottomDG1066,-27.6596,-12.0989,1.175e-17,8.975e-18,4.302e-18,53.8389,-1666.08
BottomDG1067,-27.5845,-12.1285,1.012e-17,9.371e-18,3.816e-18,43.8365,-1667.02
BottomDG1068,-27.7531,-12.1952,1.032e-17,8.295e-18,4.276e-18,45.4067,-1666.95
BottomDG1069,-27.7386,-12.2316,1.139e-17,9.923e-18,4.386e-18,44.5272,-1666.44
BottomDG1090,-30.1446,-9.4816,6.688e-17,4.778e-17,1.688e-17,214.3869,-1111.42
BottomDG1091,-29.9669,-9.6758,3.430e-17,2.583e-17,9.867e-18,78.4373,-1112.39
BottomDG1092,-30.2029,-8.9782,1.763e-17,1.427e-17,6.867e-18,130.1216,-1109.47
BottomDG1093,-31.2577,-9.5630,2.169e-17,1.708e-17,8.440e-18,64.1298,-1109.09
BottomDG1094,-30.3538,-10.5177,2.147e-17,1.792e-17,7.951e-18,69.1901,-1112.91
BottomDG1095,-30.5470,-10.0232,1.907e-17,1.349e-17,7.024e-18,133.2753,-1109.64
BottomDG1096,-30.3884,-9.2287,2.233e-17,1.793e-17,7.783e-18,65.4071,-1114.23
BottomDG1097,-29.7703,-9.7592,1.615e-17,1.186e-17,5.470e-18,84.3996,-1113.0
BottomDG1098,-29.5223,-9.0727,2.123e-17,1.771e-17,8.365e-18,66.7775,-1106.99
BottomDG1099,-30.0120,-9.6337,2.457e-17,2.273e-17,9.655e-18,72.6374,-1107.19
BottomDG1100,-29.4829,-8.5285,2.592e-17,1.995e-17,8.947e-18,86.583,-1114.25
BottomDG1101,-29.8543,-8.7870,1.551e-17,1.173e-17,6.269e-18,86.3173,-1106.79
BottomDG1102,-29.5336,-9.8370,2.308e-17,1.709e-17,8.309e-18,66.5069,-1105.97
BottomDG1103,-30.5999,-9.1721,1.647e-17,1.355e-17,5.772e-18,112.9906,-1109.23
BottomDG1104,-30.9461,-9.0926,2.514e-17,2.027e-17,9.562e-18,95.5171,-1111.65
BottomDG1105,-30.5127,-10.5010,2.066e-17,1.802e-17,8.447e-18,69.0233,-1111.92
BottomDG1106,-30.3227,-8.8752,3.392e-17,2.949e-17,1.241e-17,75.1789,-1103.17
BottomDG1107,-31.0582,-10.1147,2.408e-17,1.974e-17,9.577e-18,79.8458,-1107.9
BottomDG1108,-30.5824,-9.6195,1.562e-17,1.184e-17,6.231e-18,151.2137,-1111.03
BottomDG1109,-29.8204,-9.7214,2.445e-17,2.061e-17,1.020e-17,85.1132,-1111.59
BottomDG1110,-29.2219,-9.4224,1.507e-17,1.207e-17,5.674e-18,73.689,-1114.56
BottomDG1111,-30.9385,-9.1609,2.397e-17,2.235e-17,9.285e-18,74.7347,-1112.04
BottomDG1112,-31.0130,-9.2991,2.608e-17,1.921e-17,9.180e-18,81.8151,-1104.82
BottomDG1113,-30.5627,-10.0041,2.488e-17,1.895e-17,8.389e-18,78.9922,-1108.48
BottomDG1114,-29.8108,-9.9503,2.165e-17,1.885e-17,7.909e-18,63.8804,-1109.29
BottomDG1115,-29.2764,-9.6380,2.397e-17,1.973e-17,8.336e-18,70.7684,-1108.89
BottomDG1116,-29.2566,-8.9997,2.224e-17,1.847e-17,8.628e-18,64.1839,-1112.69
BottomDG1117,-29.6874,-9.2725,2.420e-17,1.918e-17,8.142e-18,64.9938,-1108.08
BottomDG1118,-29.7538,-9.6295,2.035e-17,1.962e-17,8.546e-18,67.4184,-1108.11
BottomDG1119,-29.9052,-8.8480,1.669e-17,1.321e-17,5.646e-18,114.6976,-1109.34
BottomDG1120,-30.3063,-8.2434,2.370e-17,1.827e-17,8.068e-18,57.6374,-1101.63
BottomDG1121,-29.7735,-8.7761,1.525e-17,1.237e-17,6.052e-18,107.6406,-1113.03
BottomDG1122,-30.1029,-8.9233,2.160e-17,1.831e-17,8.258e-18,63.9517,-1104.9
BottomDG1123,-30.4174,-10.4049,2.459e-17,2.005e-17,8.709e-18,75.1671,-1113.71
BottomDG1124,-30.5948,-9.1798,3.459e-17,2.610e-17,1.120e-17,74.5221,-1112.44
BottomDG1125,-29.3975,-8.5519,2.551e-17,2.129e-17,1.026e-17,71.3042,-1110.6
BottomDG1126,-30.9651,-8.6497,2.366e-17,1.939e-17,8.644e-18,63.5848,-1114.02
BottomDG1127,-29.9793,-9.9522,1.648e-17,1.275e-17,5.665e-18,91.3923,-1114.22
BottomDG1128,-30.5163,-9.9045,2.339e-17,2.005e-17,8.543e-18,55.3648,-1113.73
BottomDG1129,-30.5402,-10.1854,2.232e-17,1.762e-17,8.831e-18,67.4741,-1105.98
BottomDG1130,-29.7321,-8.8480,2.463e-17,2.106e-17,8.868e-18,80.195,-1109.83
BottomDG1131,-30.1856,-9.9110,1.600e-17,1.266e-17,5.756e-18,120.5932,-1107.57
BottomDG1132,-29.5700,-9.1380,2.556e-17,2.217e-17,9.412e-18,81.101,-1109.92
BottomDG1149,-2.6266,35.1552,6.969e-17,5.739e-17,1.970e-17,175.9044,-1034.29
BottomDG1150,-2.6467,34.6833,1.785e-17,1.555e-17,6.220e-18,102.0769,-1033.81
BottomDG1151,-2.7171,35.9341,2.646e-17,2.272e-17,1.061e-17,73.527,-1034.75
BottomDG1152,-2.7512,34.7411,2.890e-17,2.361e-17,1.125e-17,86.1297,-1032.45
BottomDG1153,-2.5589,35.0523,1.965e-17,1.685e-17,7.464e-18,144.4928,-1031.56
BottomDG1154,-2.9055,35.2400,3.931e-17,3.082e-17,1.069e-17,80.8344,-1030.46
BottomDG1155,-2.5673,34.9624,2.540e-17,2.160e-17,1.041e-17,91.4524,-1032.96
BottomDG1156,-2.8348,35.3100,2.079e-17,1.558e-17,7.696e-18,145.5076,-1031.92
BottomDG1157,-2.1499,35.2023,2.489e-17,2.435e-17,1.092e-17,65.9129,-1030.45
BottomDG1158,-2.9059,35.6787,2.753e-17,2.075e-17,9.944e-18,73.6242,-1032.74
BottomDG1159,-2.7321,35.2068,2.853e-17,2.280e-17,1.150e-17,78.1873,-1029.43
BottomDG1160,-2.3449,35.6546,2.844e-17,2.286e-17,9.960e-18,76.4482,-1032.62
BottomDG1161,-3.1880,34.8815,2.639e-17,2.020e-17,9.617e-18,73.7363,-1031.49
BottomDG1162,-2.3997,35.0184,2.765e-17,2.334e-17,1.033e-17,85.1495,-1031.77
BottomDG1163,-2.2615,35.0672,3.735e-17,3.168e-17,1.295e-17,82.2461,-1034.31
BottomDG1164,-2.0413,35.1797,2.816e-17,2.468e-17,1.021e-17,83.8253,-1031.18
BottomDG1165,-2.4669,35.7385,2.581e-17,1.989e-17,9.416e-18,73.9158,-1029.49
BottomDG1166,-2.5297,34.5934,3.821e-17,3.031e-17,1.228e-17,95.1647,-1031.06
BottomDG1167,-2.2984,35.2355,2.808e-17,2.430e-17,1.136e-17,80.9474,-1032.9
BottomDG1168,-6.8006,-6.1628,2.956e-17,2.120e-17,7.714e-18,148.4219,-1819.15
BottomDG1169,-6.8538,-6.0471,1.061e-17,8.766e-18,4.261e-18,45.5806,-1820.0
BottomDG1170,-6.7908,-6.1549,9.356e-18,7.787e-18,3.406e-18,39.75,-1820.56
BottomDG1171,-6.7784,-6.1980,9.047e-18,8.053e-18,3.551e-18,40.9059,-1819.54
BottomDG1172,-6.7607,-6.2133,1.318e-17,1.116e-17,5.140e-18,41.9986,-1819.18
BottomDG1173,-6.9893,-6.0722,1.064e-17,8.333e-18,4.175e-18,43.8561,-1818.64
BottomDG1174,-6.8028,-6.2348,1.020e-17,8.503e-18,3.962e-18,50.8457,-1820.13
BottomDG1175,-6.7900,-6.0705,9.787e-18,8.127e-18,3.618e-18,45.1571,-1820.99
BottomDG1176,-6.7932,-6.3407,9.278e-18,8.410e-18,3.977e-18,38.5258,-1820.96
BottomDG1177,-6.7868,-6.2599,9.448e-18,8.375e-18,3.719e-18,42.6357,-1820.49
BottomDG1178,-6.8888,-6.1554,9.108e-18,7.855e-18,4.020e-18,43.8226,-1819.97
BottomDG1179,-6.7761,-6.1132,9.300e-18,8.476e-18,3.701e-18,58.0353,-1820.08
BottomDG1211,-16.5201,24.3549,1.374e-17,1.118e-17,4.929e-18,112.627,-1200.62
BottomDG1212,-16.5860,24.3844,2.267e-17,1.906e-17,8.590e-18,69.4226,-1201.26
BottomDG1213,-16.3552,24.2702,1.412e-17,1.108e-17,5.264e-18,73.0161,-1200.36
BottomDG1214,-16.4804,24.4567,2.286e-17,1.626e-17,6.841e-18,58.3864,-1201.06
BottomDG1215,-16.4443,24.4470,1.890e-17,1.722e-17,7.439e-18,55.624,-1200.3
BottomDG1281,-22.8885,2.7115,3.484e-17,2.352e-17,8.487e-18,136.5098,-1652.18
BottomDG1282,-22.9917,2.6740,1.013e-17,8.616e-18,4.457e-18,46.394,-1654.01
BottomDG1283,-23.0484,2.6572,1.672e-17,1.327e-17,5.313e-18,46.2327,-1648.98
BottomDG1284,-22.6710,2.6541,1.639e-17,1.350e-17,5.428e-18,45.2302,-1652.98
BottomDG1285,-22.4098,2.7234,1.624e-17,1.233e-17,5.619e-18,46.9631,-1650.14
BottomDG1286,-22.6157,2.8369,1.251e-17,8.822e-18,4.149e-18,55.2056,-1652.37
BottomDG1287,-22.8425,2.8332,1.232e-17,1.094e-17,4.691e-18,49.6178,-1652.31
BottomDG1288,-22.9267,2.6615,6.978e-18,6.208e-18,3.313e-18,102.2,-1652.9
BottomDG1289,-22.9508,2.6917,8.414e-18,7.074e-18,3.432e-18,82.7272,-1650.16
BottomDG1290,-22.4798,2.6428,1.060e-17,9.094e-18,4.022e-18,42.5964,-1651.28
BottomDG1291,-22.7887,2.5728,1.149e-17,9.323e-18,4.554e-18,67.2701,-1652.01
BottomDG1292,-23.1978,2.7423,1.113e-17,1.042e-17,4.700e-18,48.0848,-1653.42
BottomDG1293,-22.7463,2.5038,1.180e-17,9.716e-18,4.524e-18,60.5152,-1653.64
BottomDG1294,-22.9900,3.0972,8.463e-18,7.122e-18,3.016e-18,52.9641,-1653.32
BottomDG1295,-22.9869,2.7240,1.283e-17,1.014e-17,5.058e-18,49.9205,-1648.62
BottomDG1296,-22.7928,2.7537,7.411e-18,6.676e-18,3.188e-18,101.7316,-1650.92
BottomDG1297,-22.7847,2.6020,1.176e-17,1.025e-17,4.771e-18,51.394,-1652.74
BottomDG1298,-23.0439,2.9233,1.267e-17,1.047e-17,4.746e-18,49.7397,-1653.05
BottomDG1299,-23.2010,2.5319,8.712e-18,6.958e-18,2.902e-18,54.4916,-1651.42
BottomDG1300,-22.9633,2.4741,1.090e-17,8.377e-18,4.064e-18,50.5664,-1652.01
BottomDG1301,-23.0391,2.6699,8.532e-18,7.591e-18,3.528e-18,82.9278,-1650.95
BottomDG1302,-22.6856,2.7720,1.199e-17,1.015e-17,4.680e-18,55.244,-1647.98
BottomDG1303,-22.6919,2.5523,1.068e-17,8.203e-18,3.945e-18,43.3922,-1653.83
BottomDG1304,-23.2087,2.6804,8.107e-18,6.822e-18,3.127e-18,79.782,-1647.28
BottomDG1310,5.8100,44.7172,6.986e-17,5.932e-17,1.803e-17,161.3632,-1020.55
BottomDG1311,5.5491,44.1849,2.656e-17,2.014e-17,9.811e-18,74.6686,-1021.73
BottomDG1313,5.6484,44.9439,2.483e-17,2.085e-17,9.686e-18,65.5181,-1016.93
BottomDG1317,5.9577,44.8157,2.163e-17,1.632e-17,7.307e-18,132.9808,-1019.62
BottomDG1318,5.3935,44.3958,2.202e-17,1.913e-17,9.424e-18,67.8895,-1020.56
BottomDG1320,5.4661,44.6005,2.786e-17,2.136e-17,8.879e-18,68.3521,-1020.75
BottomDG1321,6.1047,44.2000,2.787e-17,2.024e-17,8.598e-18,64.0626,-1020.68
BottomDG1322,5.7695,44.5278,3.853e-17,3.021e-17,1.246e-17,88.4604,-1018.46
BottomDG1334,21.0510,11.7739,1.194e-16,8.948e-17,3.107e-17,218.1829,-791.21
BottomDG1335,20.8606,11.7065,4.445e-17,3.627e-17,1.597e-17,89.4203,-789.71
BottomDG1336,21.0455,11.4385,3.951e-17,3.418e-17,1.499e-17,91.6684,-792.13
BottomDG1337,21.0567,11.5500,4.668e-17,3.825e-17,1.706e-17,111.3688,-790.76
BottomDG1338,20.9051,11.6513,4.141e-17,3.555e-17,1.609e-17,92.6827,-791.51
BottomDG1339,20.8894,11.7150,4.326e-17,3.610e-17,1.560e-17,93.9106,-792.63
BottomDG1340,21.2715,11.7178,4.325e-17,3.619e-17,1.617e-17,97.6418,-792.54
BottomDG1341,20.8753,11.7344,4.200e-17,3.601e-17,1.677e-17,88.3012,-791.42
BottomDG1342,21.4487,11.8828,4.571e-17,3.581e-17,1.697e-17,90.1295,-793.11
BottomDG1343,21.1691,11.5093,4.708e-17,4.003e-17,1.773e-17,97.9761,-791.55
BottomDG1344,20.7707,11.5263,4.419e-17,3.438e-17,1.493e-17,78.1011,-793.28
BottomDG1345,21.4304,11.7610,3.207e-17,2.795e-17,1.237e-17,97.4104,-790.0
BottomDG1409,-44.0808,2.3671,4.461e-17,3.489e-17,1.511e-17,88.8706,-764.41
BottomDG1410,-44.1153,1.9923,4.691e-17,3.759e-17,1.691e-17,117.0059,-765.21
BottomDG1411,-44.0315,1.9822,4.511e-17,3.723e-17,1.635e-17,115.2945,-765.01
BottomDG1412,-44.2043,2.2626,4.177e-17,3.783e-17,1.635e-17,96.3893,-764.55
BottomDG1416,17.7333,-22.7770,8.454e-18,7.812e-18,3.167e-18,53.4591,-1646.38
BottomDG1418,25.1515,-13.4495,1.075e-16,9.381e-17,2.955e-17,236.4433,-810.77
BottomDG1419,24.8142,-13.5658,4.613e-17,3.695e-17,1.593e-17,104.7625,-809.35
BottomDG1420,25.4659,-13.1535,4.559e-17,3.421e-17,1.592e-17,99.2926,-811.01
BottomDG1421,24.8291,-13.3638,4.564e-17,3.031e-17,1.436e-17,88.9737,-810.98
BottomDG1422,25.5174,-13.3667,3.895e-17,3.350e-17,1.610e-17,107.4202,-809.51
BottomDG1423,25.2739,-13.8198,4.386e-17,2.999e-17,1.561e-17,81.6019,-810.24
BottomDG1424,25.4084,-13.7947,5.464e-17,4.309e-17,2.014e-17,101.5112,-810.56
BottomDG1425,25.2547,-13.4085,4.564e-17,3.551e-17,1.570e-17,108.0787,-809.57
BottomDG1426,25.3680,-13.3549,4.026e-17,3.365e-17,1.454e-17,81.7237,-808.3
BottomDG1427,25.4039,-13.6835,4.310e-17,3.305e-17,1.537e-17,103.6965,-810.77
BottomDG1433,-10.6272,-21.9199,1.054e-17,8.392e-18,3.801e-18,109.0997,-1482.08
BottomDG1434,-10.6262,-22.0285,1.485e-17,1.207e-17,6.321e-18,57.8799,-1482.81
BottomDG1435,-10.6595,-21.8021,1.973e-17,1.643e-17,7.096e-18,57.729,-1482.3
BottomDG1436,-10.7187,-22.0062,1.573e-17,1.350e-17,6.399e-18,54.8102,-1481.76
