Name,X,Y,BlueF,GreenF,RedF,Size,RadialVelocity
LeftDG0264,26.4904,20.2005,1.564e-17,1.193e-17,6.095e-18,56.3119,-1522.04
LeftDG0265,26.5833,20.4186,1.444e-17,1.071e-17,5.611e-18,49.0104,-1521.37
LeftDG0266,26.5948,20.3762,1.446e-17,1.104e-17,5.156e-18,55.217,-1523.18
LeftDG0267,26.4633,20.2611,1.314e-17,1.236e-17,5.529e-18,49.2169,-1521.27
LeftDG0282,-18.2476,40.7518,1.710e-17,1.447e-17,6.452e-18,80.6761,-1156.68
LeftDG0283,-17.9274,40.5176,1.775e-17,1.356e-17,6.665e-18,67.0587,-1157.63
LeftDG0284,-18.1682,40.5951,2.279e-17,1.826e-17,8.378e-18,65.6541,-1156.22
LeftDG0285,-18.0296,40.5821,2.623e-17,2.076e-17,9.167e-18,76.5052,-1157.39
LeftDG0286,25.1470,-16.6516,1.046e-17,9.303e-18,3.948e-18,85.2276,-1371.12
LeftDG0287,25.1989,-16.5430,1.114e-17,8.281e-18,3.709e-18,62.8373,-1370.98
LeftDG0288,25.1086,-16.6240,1.498e-17,1.404e-17,6.761e-18,60.211,-1369.91
LeftDG0289,25.2190,-16.6030,1.089e-17,8.822e-18,4.429e-18,54.0299,-1368.74
LeftDG0290,25.2229,-16.6085,1.473e-17,1.139e-17,5.356e-18,49.686,-1369.86
LeftDG0343,-20.8913,-11.4313,6.227e-18,5.217e-18,2.487e-18,95.734,-1941.57
LeftDG0344,-20.7812,-11.4351,9.689e-18,8.499e-18,4.049e-18,39.2122,-1942.13
LeftDG0345,-20.8327,-11.3980,8.618e-18,6.542e-18,3.401e-18,41.6183,-1944.6
LeftDG0346,-20.9107,-11.4884,9.459e-18,7.876e-18,3.934e-18,47.0911,-1941.78
LeftDG0347,-20.7724,-11.4110,1.032e-17,8.790e-18,4.115e-18,40.8224,-1943.15
LeftDG0348,-20.8189,-11.3694,8.957e-18,7.316e-18,3.394e-18,35.9965,-1943.01
LeftDG0349,-20.8981,-11.4959,1.041e-17,8.629e-18,3.780e-18,42.3553,-1943.02
LeftDG0350,-20.8203,-11.4137,9.238e-18,7.199e-18,3.525e-18,50.7864,-1943.42
LeftDG0388,-37.5755,-17.6853,4.232e-17,3.084e-17,1.015e-17,122.233,-1454.6
LeftDG0389,-37.3989,-17.7548,1.537e-17,1.285e-17,5.916e-18,61.0508,-1456.26
LeftDG0390,-36.8306,-17.3835,1.480e-17,1.100e-17,5.506e-18,52.7953,-1457.87
LeftDG0391,-37.7746,-17.3436,1.548e-17,1.297e-17,5.397e-18,49.2841,-1455.55
LeftDG0392,-37.1751,-17.5803,1.552e-17,1.178e-17,5.429e-18,58.1383,-1450.49
LeftDG0393,-38.0488,-17.6302,1.588e-17,1.166e-17,5.241e-18,45.36,-1448.97
LeftDG0394,-37.4570,-17.1897,1.487e-17,1.225e-17,6.213e-18,60.8408,-1456.48
LeftDG0395,-37.1187,-18.0823,1.404e-17,1.167e-17,4.686e-18,52.4318,-1455.5
LeftDG0396,-37.1126,-18.0394,1.264e-17,1.108e-17,5.236e-18,48.8523,-1454.14
LeftDG0397,-37.6061,-17.8790,1.322e-17,1.177e-17,5.423e-18,53.7046,-1457.03
LeftDG0398,-37.9880,-17.5707,1.392e-17,1.032e-17,5.622e-18,50.2277,-1453.0
LeftDG0399,-37.1565,-17.9591,9.160e-18,7.597e-18,3.244e-18,69.096,-1449.52
LeftDG0400,-37.0934,-17.6363,1.495e-17,1.381e-17,6.244e-18,56.4639,-1452.3
LeftDG0401,-37.2256,-17.4360,1.433e-17,1.226e-17,5.076e-18,42.2431,-1449.18
LeftDG0402,-37.6807,-18.0783,1.193e-17,9.762e-18,4.234e-18,78.1645,-1449.13
LeftDG0403,-38.1427,-17.8966,1.550e-17,1.202e-17,5.083e-18,51.8396,-1455.3
LeftDG0404,-38.0891,-18.0869,9.631e-18,7.303e-18,3.291e-18,65.559,-1448.72
LeftDG0405,-37.6502,-17.7765,1.190e-17,9.466e-18,4.633e-18,93.6653,-1455.3
LeftDG0406,-37.5646,-17.4075,1.177e-17,9.196e-18,4.171e-18,89.1221,-1453.45
LeftDG0407,-37.2620,-17.5743,9.807e-18,8.674e-18,3.754e-18,57.9986,-1450.22
LeftDG0408,-37.9101,-17.3384,1.500e-17,1.226e-17,4.968e-18,55.9011,-1449.46
LeftDG0409,-38.2598,-17.8487,1.504e-17,1.377e-17,5.939e-18,53.1605,-1452.85
LeftDG0410,-38.3139,-18.0904,1.552e-17,1.190e-17,6.212e-18,59.2693,-1446.64
LeftDG0411,-37.1251,-17.7604,1.573e-17,1.225e-17,5.019e-18,50.6919,-1450.01
LeftDG0412,-37.3418,-17.9933,1.575e-17,1.207e-17,5.535e-18,55.472,-1447.96
LeftDG0413,-37.7889,-18.1012,1.632e-17,1.316e-17,6.399e-18,59.7465,-1455.72
LeftDG0414,-37.1872,-17.6440,9.773e-18,8.466e-18,3.919e-18,76.0439,-1452.27
LeftDG0415,-37.1088,-18.1323,1.463e-17,1.262e-17,5.655e-18,64.1299,-1455.5
LeftDG0433,-33.4137,16.5021,1.088e-17,8.495e-18,3.838e-18,81.5945,-1483.13
LeftDG0434,-33.4770,16.4188,1.543e-17,1.295e-17,5.948e-18,55.9849,-1484.28
LeftDG0435,-33.5111,16.4467,1.556e-17,1.169e-17,6.097e-18,50.1576,-1483.49
LeftDG0436,-33.4999,16.3996,1.057e-17,8.490e-18,3.296e-18,68.3069,-1483.19
LeftDG0441,-27.1929,-32.7680,3.174e-17,2.301e-17,8.105e-18,126.4105,-1762.51
LeftDG0442,-26.8748,-32.6900,1.058e-17,7.570e-18,3.393e-18,36.7614,-1763.54
LeftDG0443,-27.3113,-33.0077,8.847e-18,6.482e-18,3.235e-18,79.0771,-1766.41
LeftDG0444,-27.3041,-32.7441,9.732e-18,8.497e-18,3.963e-18,46.3431,-1766.07
LeftDG0445,-27.1362,-32.5952,7.271e-18,5.591e-18,2.811e-18,47.8383,-1762.5
LeftDG0446,-27.3502,-32.5383,1.480e-17,1.158e-17,4.867e-18,38.5471,-1764.22
LeftDG0447,-27.1247,-32.8245,1.540e-17,1.077e-17,4.722e-18,36.7036,-1763.53
LeftDG0448,-27.2834,-32.8939,6.770e-18,5.503e-18,2.543e-18,62.7972,-1762.96
LeftDG0449,-27.3342,-32.5783,9.751e-18,8.328e-18,4.000e-18,43.4984,-1762.01
LeftDG0450,-27.1770,-32.3897,9.555e-18,8.149e-18,3.658e-18,39.3611,-1764.57
LeftDG0451,-27.3202,-32.6382,9.211e-18,7.717e-18,3.651e-18,36.3971,-1764.87
LeftDG0452,-27.4086,-32.7099,9.987e-18,8.600e-18,3.831e-18,57.8337,-1763.07
LeftDG0453,-27.2982,-32.9213,9.982e-18,9.649e-18,4.322e-18,40.0225,-1764.97
LeftDG0454,-26.8738,-32.4307,9.669e-18,8.645e-18,3.863e-18,50.1751,-1766.24
LeftDG0455,-27.4318,-32.9479,9.980e-18,8.035e-18,3.884e-18,50.7138,-1763.67
LeftDG0456,-27.0423,-32.5760,9.528e-18,7.598e-18,3.804e-18,46.9249,-1763.13
LeftDG0457,-27.3313,-32.6190,9.954e-18,7.858e-18,4.107e-18,47.6895,-1766.74
LeftDG0458,-27.1470,-32.5370,1.017e-17,9.408e-18,4.151e-18,46.1185,-1764.31
LeftDG0459,-27.1230,-32.6304,1.182e-17,8.259e-18,4.046e-18,45.6187,-1759.85
LeftDG0497,29.1650,-6.0757,1.254e-17,1.089e-17,4.484e-18,46.2154,-1555.92
LeftDG0498,29.0753,-6.0212,1.341e-17,9.799e-18,4.692e-18,43.8518,-1555.67
LeftDG0499,29.0593,-6.0780,1.306e-17,9.879e-18,4.979e-18,46.6646,-1554.72
LeftDG0545,-13.2200,-18.1335,5.346e-17,4.109e-17,1.303e-17,202.0101,-1293.5
LeftDG0546,-13.0946,-18.2309,1.912e-17,1.677e-17,7.344e-18,62.5627,-1290.78
LeftDG0547,-13.2756,-17.9938,2.706e-17,2.263e-17,8.776e-18,68.1152,-1293.53
LeftDG0548,-13.3743,-18.2192,1.921e-17,1.583e-17,6.935e-18,65.4226,-1292.07
LeftDG0549,-13.6037,-18.1960,1.750e-17,1.320e-17,5.764e-18,50.1783,-1295.89
LeftDG0550,-12.8631,-18.0307,1.725e-17,1.462e-17,6.606e-18,55.3653,-1290.38
LeftDG0551,-13.5987,-18.3665,2.552e-17,2.100e-17,8.294e-18,65.095,-1288.35
LeftDG0552,-13.1098,-18.4151,1.885e-17,1.535e-17,6.794e-18,55.7656,-1294.92
LeftDG0553,-13.3275,-18.2411,1.854e-17,1.571e-17,7.092e-18,61.0364,-1291.89
LeftDG0554,-13.1155,-18.5311,1.714e-17,1.469e-17,6.211e-18,42.827,-1292.56
LeftDG0555,-12.9662,-18.3540,1.953e-17,1.490e-17,6.147e-18,71.5364,-1294.32
LeftDG0556,-13.4937,-18.2879,1.858e-17,1.609e-17,6.154e-18,59.5162,-1293.16
LeftDG0557,-12.9820,-18.4041,1.945e-17,1.624e-17,7.619e-18,69.8603,-1291.3
LeftDG0558,-13.0500,-18.0319,1.360e-17,1.043e-17,4.378e-18,64.5243,-1290.72
LeftDG0559,-13.5355,-18.2067,1.659e-17,1.554e-17,6.048e-18,53.2908,-1294.94
LeftDG0560,-13.4669,-18.1379,1.833e-17,1.379e-17,6.834e-18,55.6998,-1296.45
LeftDG0561,-13.6022,-18.0098,1.365e-17,1.072e-17,4.821e-18,70.3804,-1290.82
LeftDG0562,-13.3624,-17.8674,1.898e-17,1.588e-17,6.893e-18,60.0959,-1292.25
LeftDG0563,-13.5124,-18.1609,1.140e-17,1.036e-17,4.894e-18,96.0731,-1294.7
LeftDG0564,-13.1802,-18.2556,1.659e-17,1.520e-17,6.687e-18,60.5158,-1295.31
LeftDG0581,19.6089,-26.6216,1.149e-17,9.796e-18,4.614e-18,124.2163,-1273.31
LeftDG0582,19.7381,-26.4975,1.336e-17,1.090e-17,4.908e-18,71.4654,-1274.67
LeftDG0583,19.6446,-26.8029,1.874e-17,1.443e-17,6.683e-18,61.2591,-1274.79
LeftDG0584,19.5202,-26.4949,1.515e-17,1.433e-17,7.093e-18,58.335,-1274.1
LeftDG0585,19.5693,-26.6842,1.645e-17,1.438e-17,6.380e-18,63.5643,-1274.09
LeftDG0586,19.7409,-26.5225,1.648e-17,1.394e-17,6.319e-18,56.823,-1274.49
LeftDG0587,19.5687,-26.4950,1.908e-17,1.525e-17,6.831e-18,70.5455,-1274.56
LeftDG0600,41.2102,-9.0862,9.176e-18,7.827e-18,3.260e-18,39.1243,-1889.48
LeftDG0601,40.9959,-9.0465,1.297e-17,1.137e-17,4.603e-18,48.7545,-1889.8
LeftDG0602,41.0758,-8.9348,1.323e-17,1.142e-17,4.654e-18,42.0655,-1889.85
LeftDG0603,41.1846,-8.9659,6.397e-18,5.296e-18,2.466e-18,49.8838,-1888.39
LeftDG0781,15.0672,17.8975,2.697e-17,2.331e-17,8.311e-18,82.3521,-1765.75
LeftDG0782,15.1179,18.0155,1.024e-17,8.566e-18,3.726e-18,43.6819,-1766.8
LeftDG0783,15.1595,17.8651,1.599e-17,1.165e-17,5.219e-18,45.9833,-1766.93
LeftDG0784,15.0194,17.8224,7.149e-18,5.873e-18,2.757e-18,45.4294,-1768.0
LeftDG0785,15.2325,17.8367,9.539e-18,8.292e-18,3.748e-18,41.0795,-1766.88
LeftDG0786,15.0097,18.0269,9.383e-18,7.484e-18,3.509e-18,42.7989,-1769.42
LeftDG0787,15.0507,17.7039,9.478e-18,8.061e-18,3.415e-18,36.6001,-1766.34
LeftDG0788,14.9832,17.9390,1.002e-17,7.796e-18,3.634e-18,42.8248,-1766.03
LeftDG0789,14.9524,17.8622,9.583e-18,8.400e-18,3.930e-18,40.9373,-1768.88
LeftDG0790,15.1650,18.0817,1.089e-17,9.836e-18,4.076e-18,38.7292,-1766.57
LeftDG0791,15.0322,17.8851,7.946e-18,6.198e-18,2.822e-18,120.0529,-1769.81
LeftDG0877,-21.0510,-41.9645,1.214e-17,1.022e-17,4.737e-18,45.5438,-1660.57
LeftDG0878,-21.1093,-41.9187,1.224e-17,1.017e-17,4.234e-18,58.4444,-1660.38
LeftDG0879,-21.1221,-41.8988,8.909e-18,7.069e-18,3.457e-18,79.2517,-1661.28
LeftDG0911,-1.1714,28.0645,1.184e-17,1.042e-17,4.363e-18,53.9096,-1626.34
LeftDG0912,-1.1496,28.0515,1.706e-17,1.405e-17,5.203e-18,40.6986,-1625.0
LeftDG0913,-1.2404,27.9338,8.326e-18,7.054e-18,3.368e-18,58.1657,-1625.35
LeftDG0914,-1.1222,28.0441,1.163e-17,8.542e-18,4.285e-18,44.6938,-1626.4
LeftDG0954,34.7914,3.1124,6.331e-17,4.627e-17,1.450e-17,156.1153,-1206.46
LeftDG0955,34.3975,3.3222,2.062e-17,1.716e-17,8.688e-18,76.5792,-1207.07
LeftDG0956,34.7608,3.0218,2.137e-17,1.950e-17,9.949e-18,70.7944,-1208.2
LeftDG0957,34.9756,3.0765,1.987e-17,1.412e-17,5.945e-18,114.0588,-1207.86
LeftDG0958,34.9090,3.0901,2.191e-17,1.732e-17,8.112e-18,63.343,-1205.73
LeftDG0959,34.5825,2.8853,2.284e-17,2.034e-17,8.672e-18,72.7964,-1204.6
LeftDG0960,34.9431,2.8794,2.437e-17,1.819e-17,9.102e-18,70.299,-1206.05
LeftDG0961,34.5964,3.3477,2.154e-17,1.996e-17,8.300e-18,64.4847,-1207.0
LeftDG0962,34.6503,3.0342,3.121e-17,2.587e-17,1.011e-17,67.7049,-1206.7
LeftDG0963,34.6911,3.4567,2.147e-17,1.735e-17,8.158e-18,64.7868,-1207.41
LeftDG0964,35.0750,2.9125,3.135e-17,2.287e-17,9.493e-18,69.5563,-1207.35
LeftDG0965,35.2062,3.2240,1.992e-17,1.707e-17,7.653e-18,57.5113,-1207.15
LeftDG0966,34.4116,2.9011,2.457e-17,2.193e-17,8.739e-18,70.93,-1206.94
LeftDG0967,34.5036,2.7745,1.669e-17,1.284e-17,5.374e-18,71.4602,-1207.25
LeftDG0968,-7.2300,37.4433,4.260e-17,3.093e-17,1.170e-17,132.048,-1426.08
LeftDG0969,-7.3560,37.1706,1.590e-17,1.383e-17,6.585e-18,55.8489,-1427.0
LeftDG0970,-7.3370,37.0465,1.556e-17,1.320e-17,5.412e-18,51.8137,-1426.75
LeftDG0971,-7.3093,37.0190,1.569e-17,1.407e-17,5.806e-18,53.3843,-1426.44
LeftDG0972,-7.3719,37.5561,1.300e-17,1.176e-17,5.510e-18,52.5904,-1424.74
LeftDG0973,-6.9292,37.3096,1.633e-17,1.326e-17,6.257e-18,55.1175,-1425.16
LeftDG0974,-7.2514,37.5092,1.540e-17,1.199e-17,5.515e-18,53.2142,-1427.14
LeftDG0975,-7.0800,37.7439,1.343e-17,1.352e-17,6.224e-18,69.4123,-1425.23
LeftDG0976,-7.2328,37.4801,1.109e-17,8.606e-18,4.409e-18,92.704,-1424.05
LeftDG0977,-7.4967,37.6044,1.527e-17,1.411e-17,6.311e-18,58.7806,-1425.75
LeftDG0978,-7.4723,37.6839,1.699e-17,1.435e-17,6.790e-18,59.2122,-1428.25
LeftDG0979,-7.2275,37.5063,1.356e-17,1.310e-17,5.477e-18,68.3787,-1427.14
LeftDG0980,-7.2997,37.1223,9.792e-18,8.101e-18,4.045e-18,84.1322,-1429.11
LeftDG0981,-7.3124,37.4340,1.651e-17,1.334e-17,5.975e-18,57.4847,-1427.94
LeftDG0982,-7.4278,37.1400,1.572e-17,1.306e-17,5.801e-18,60.3543,-1426.77
LeftDG0983,-7.3414,37.5212,1.099e-17,9.006e-18,4.020e-18,49.8486,-1426.09
LeftDG1035,-0.1246,30.0144,2.499e-17,2.005e-17,8.871e-18,218.5556,-875.14
LeftDG1036,-0.0651,29.8740,3.890e-17,3.039e-17,1.348e-17,92.9825,-874.79
LeftDG1037,-0.3147,30.2026,3.861e-17,3.044e-17,1.404e-17,91.4884,-875.63
LeftDG1038,-0.2725,30.1420,5.054e-17,3.549e-17,1.591e-17,87.0794,-875.33
LeftDG1039,-0.0258,30.1284,3.457e-17,3.114e-17,1.384e-17,83.5484,-875.32
LeftDG1040,-0.3312,29.8594,3.240e-17,2.704e-17,1.090e-17,92.3707,-875.74
LeftDG1041,-0.3083,30.2712,3.639e-17,2.989e-17,1.277e-17,107.0433,-874.22
LeftDG1042,-0.1578,30.2656,3.185e-17,2.611e-17,1.045e-17,69.4158,-877.24
LeftDG1048,-14.5922,-2.1665,8.594e-18,7.731e-18,3.269e-18,77.5541,-1601.69
LeftDG1049,-14.5412,-2.0829,1.997e-17,1.489e-17,5.937e-18,57.3353,-1601.76
LeftDG1050,-14.5312,-2.1569,1.433e-17,1.049e-17,4.496e-18,46.1663,-1601.09
LeftDG1051,-14.5729,-2.0807,1.258e-17,1.188e-17,4.815e-18,62.9005,-1602.84
LeftDG1052,-14.6238,-2.1711,1.178e-17,1.059e-17,4.553e-18,54.3337,-1601.87
LeftDG1078,1.7272,-17.9537,1.392e-17,1.024e-17,4.872e-18,80.1588,-1332.86
LeftDG1079,4.6350,-7.2201,2.392e-17,1.737e-17,8.737e-18,73.4669,-1217.09
LeftDG1080,4.6255,-7.2216,2.185e-17,1.572e-17,7.754e-18,65.5074,-1217.6
LeftDG1081,-36.1318,23.0328,8.458e-18,6.776e-18,2.974e-18,122.8036,-1582.92
LeftDG1082,-36.3836,23.1341,1.202e-17,1.008e-17,4.968e-18,49.8958,-1583.77
LeftDG1083,-36.1976,23.0935,1.258e-17,1.248e-17,5.336e-18,56.072,-1582.97
LeftDG1084,-36.2163,23.1451,1.296e-17,1.011e-17,4.171e-18,43.5827,-1581.59
LeftDG1085,-36.0321,23.0575,1.753e-17,1.502e-17,5.906e-18,52.727,-1581.49
LeftDG1086,-36.3294,23.0288,1.314e-17,1.112e-17,5.759e-18,54.9666,-1584.17
LeftDG1087,-35.9419,22.8370,1.266e-17,1.050e-17,5.220e-18,51.3644,-1584.91
LeftDG1088,-36.0187,23.1961,1.768e-17,1.546e-17,6.265e-18,51.877,-1581.05
LeftDG1089,-36.2655,23.0309,1.260e-17,9.626e-18,4.613e-18,41.2016,-1583.5
LeftDG1133,-0.6753,-32.3755,2.675e-17,1.975e-17,9.575e-18,131.7472,-924.59
LeftDG1134,-0.6517,-32.5175,2.949e-17,2.583e-17,1.045e-17,74.2568,-924.46
LeftDG1135,-0.6798,-32.7081,2.981e-17,2.756e-17,1.222e-17,100.5044,-925.11
LeftDG1136,-0.5973,-32.5569,3.464e-17,2.967e-17,1.308e-17,82.915,-924.42
LeftDG1137,-0.6325,-32.2774,3.317e-17,2.400e-17,1.121e-17,77.8995,-925.85
LeftDG1138,-0.6345,-32.4617,3.143e-17,2.580e-17,1.205e-17,91.516,-925.9
LeftDG1139,35.4078,9.6303,1.168e-17,9.104e-18,4.300e-18,48.0885,-1736.43
LeftDG1140,35.4399,9.6193,1.499e-17,1.260e-17,5.088e-18,52.8415,-1736.51
LeftDG1184,13.7027,-17.6509,2.289e-17,1.966e-17,8.681e-18,80.4311,-1098.26
LeftDG1185,13.5838,-17.6417,1.678e-17,1.399e-17,6.141e-18,82.9402,-1097.96
LeftDG1186,13.6698,-17.7462,2.703e-17,1.927e-17,1.017e-17,69.5144,-1097.96
LeftDG1216,5.4983,-24.7336,1.301e-17,1.020e-17,4.274e-18,41.6817,-1939.11
LeftDG1217,5.4969,-24.7353,9.874e-18,8.505e-18,3.904e-18,40.5379,-1940.0
LeftDG1218,5.5439,-24.8096,9.584e-18,7.668e-18,3.744e-18,46.7026,-1939.66
LeftDG1268,-2.3694,-36.8740,4.817e-17,3.618e-17,1.263e-17,107.9311,-1320.56
LeftDG1269,-2.4413,-36.9921,1.618e-17,1.186e-17,6.113e-18,54.9667,-1321.26
LeftDG1270,-2.1167,-36.8561,1.497e-17,1.367e-17,5.824e-18,55.4595,-1321.53
LeftDG1271,-2.3560,-36.8073,1.836e-17,1.485e-17,6.153e-18,49.0982,-1322.98
LeftDG1272,-2.2324,-36.9546,1.788e-17,1.332e-17,6.086e-18,66.6641,-1319.89
LeftDG1273,-2.2488,-37.0007,1.690e-17,1.568e-17,6.714e-18,64.7059,-1322.99
LeftDG1274,-2.3784,-37.2766,1.640e-17,1.416e-17,5.851e-18,52.5448,-1320.22
LeftDG1275,-2.3523,-37.1395,1.666e-17,1.205e-17,6.447e-18,54.5962,-1323.07
LeftDG1276,-2.4967,-37.0615,2.216e-17,2.074e-17,8.377e-18,57.2289,-1323.05
LeftDG1277,-2.2605,-36.7113,1.690e-17,1.488e-17,6.407e-18,64.1376,-1321.1
LeftDG1278,-2.7248,-37.0413,1.696e-17,1.290e-17,5.808e-18,60.3032,-1322.08
LeftDG1279,-2.6529,-36.8989,1.863e-17,1.558e-17,6.920e-18,55.271,-1321.29
LeftDG1280,-2.3373,-36.8339,1.845e-17,1.594e-17,6.484e-18,55.7194,-1320.73
LeftDG1312,5.6055,-44.8491,3.739e-17,2.862e-17,1.164e-17,83.6228,-1016.84
LeftDG1314,5.7187,-44.9493,3.239e-17,2.338e-17,1.150e-17,68.1518,-1018.19
LeftDG1315,5.5787,-44.6478,2.545e-17,2.185e-17,9.349e-18,68.3711,-1017.65
LeftDG1316,5.9607,-44.9011,2.767e-17,2.248e-17,1.125e-17,87.4303,-1021.12
LeftDG1319,5.4296,-44.9983,2.822e-17,2.240e-17,9.933e-18,73.1655,-1018.81
LeftDG1323,5.8179,-44.9296,3.034e-17,2.355e-17,1.011e-17,80.1438,-1019.85
LeftDG1372,-12.4356,35.6415,3.655e-17,2.711e-17,9.925e-18,167.2711,-1545.27
LeftDG1373,-12.2614,35.7710,1.381e-17,9.997e-18,4.509e-18,45.5135,-1544.42
LeftDG1374,-12.3901,35.3897,1.375e-17,1.084e-17,5.388e-18,55.2458,-1547.61
LeftDG1375,-12.1034,35.6569,1.285e-17,1.087e-17,4.554e-18,45.8622,-1547.4
LeftDG1376,-12.5890,35.5652,1.195e-17,9.436e-18,4.757e-18,46.7105,-1547.53
LeftDG1377,-12.2579,35.7357,8.652e-18,7.585e-18,3.333e-18,56.6327,-1549.7
LeftDG1378,-12.4238,35.7908,1.411e-17,1.127e-17,5.257e-18,47.5034,-1545.12
LeftDG1379,-12.6281,35.9252,1.276e-17,1.127e-17,5.283e-18,49.64,-1547.78
LeftDG1380,-12.6860,35.7448,1.323e-17,1.176e-17,5.487e-18,54.8847,-1546.6
LeftDG1381,-12.3713,35.8531,1.234e-17,1.073e-17,4.559e-18,48.5355,-1549.6
LeftDG1382,-12.4539,35.4163,1.403e-17,1.159e-17,5.320e-18,53.9762,-1548.89
LeftDG1383,-12.1965,35.7864,1.339e-17,1.164e-17,5.166e-18,44.953,-1544.54
LeftDG1384,-12.2881,35.8387,1.362e-17,1.208e-17,5.596e-18,54.9318,-1544.64
LeftDG1385,-12.2433,35.7806,1.081e-17,1.047e-17,4.503e-18,47.0381,-1547.74
LeftDG1386,-12.3744,35.8941,1.266e-17,9.563e-18,4.667e-18,44.2466,-1547.59
LeftDG1387,-12.5438,35.9337,1.224e-17,1.065e-17,4.659e-18,45.9541,-1544.37
LeftDG1388,-12.1188,35.2435,1.281e-17,9.810e-18,4.714e-18,49.7671,-1548.98
LeftDG1398,-9.9626,-4.5674,6.872e-18,5.529e-18,2.535e-18,63.4882,-1740.37
LeftDG1399,-9.9382,-4.6828,1.101e-17,9.171e-18,4.133e-18,49.4628,-1740.78
LeftDG1400,-10.0559,-4.5551,1.154e-17,9.919e-18,4.406e-18,55.3594,-1738.55
LeftDG1401,-10.0248,-4.5169,1.085e-17,1.009e-17,4.294e-18,47.2379,-1740.79
LeftDG1402,-10.0104,-4.6671,1.079e-17,8.751e-18,4.054e-18,44.8716,-1742.47
LeftDG1403,-9.9989,-4.4597,1.663e-17,1.281e-17,5.224e-18,46.8639,-1738.98
LeftDG1404,-9.9125,-4.4507,1.042e-17,8.491e-18,4.269e-18,42.3886,-1741.47
LeftDG1405,-9.9762,-4.7005,1.062e-17,8.771e-18,4.324e-18,49.2697,-1741.7
LeftDG1406,-9.8683,-4.6480,1.022e-17,8.489e-18,4.315e-18,41.112,-1740.54
LeftDG1448,-21.2389,-2.4596,1.161e-17,9.752e-18,4.554e-18,45.2403,-1758.2
LeftDG1449,-21.2929,-2.5333,9.433e-18,8.922e-18,4.027e-18,42.6471,-1759.84
LeftDG1450,-21.2260,-2.4027,7.740e-18,5.939e-18,2.835e-18,57.2231,-1759.41
LeftDG1451,-21.2445,-2.4077,1.380e-17,1.141e-17,5.355e-18,39.1089,-1758.8
