Name,X,Y,BlueF,GreenF,RedF,Size,RadialVelocity
FrontDG0104,-31.4281,-23.2320,9.594e-18,7.946e-18,3.455e-18,79.3775,-1615.57
FrontDG0105,-31.7870,-23.4027,1.216e-17,9.005e-18,4.767e-18,41.3752,-1615.91
FrontDG0106,-31.7176,-23.5243,1.200e-17,9.198e-18,5.033e-18,60.6408,-1613.35
FrontDG0107,-31.7319,-23.3638,1.210e-17,1.006e-17,4.913e-18,58.8222,-1610.65
FrontDG0108,-31.8668,-23.2408,8.843e-18,7.028e-18,3.062e-18,58.0107,-1613.93
FrontDG0109,-31.5479,-22.8257,1.178e-17,9.633e-18,4.510e-18,54.567,-1614.19
FrontDG0110,-31.9261,-23.1367,1.172e-17,1.022e-17,4.619e-18,46.9824,-1612.52
FrontDG0111,-31.7115,-23.6043,1.168e-17,8.995e-18,4.614e-18,44.7584,-1614.43
FrontDG0203,-33.3047,8.2879,7.771e-18,5.987e-18,3.157e-18,33.9539,-1660.51
FrontDG0204,-33.2840,8.2901,1.272e-17,1.077e-17,4.802e-18,46.256,-1659.21
FrontDG0205,-33.4263,8.2708,1.117e-17,8.767e-18,4.228e-18,44.4775,-1660.35
FrontDG0206,-33.4842,8.3970,1.142e-17,9.884e-18,4.105e-18,59.4027,-1659.21
FrontDG0245,-8.2182,-2.0466,6.263e-17,4.670e-17,1.324e-17,191.1609,-1184.6
FrontDG0246,-8.0720,-2.2524,2.163e-17,1.822e-17,7.353e-18,59.4108,-1185.83
FrontDG0247,-8.0919,-2.3570,1.905e-17,1.776e-17,7.632e-18,61.6148,-1183.11
FrontDG0248,-8.2132,-2.2834,2.072e-17,1.835e-17,8.121e-18,65.4271,-1186.49
FrontDG0249,-8.1605,-1.9414,2.161e-17,1.807e-17,8.322e-18,74.2124,-1182.22
FrontDG0250,-7.9698,-2.1596,2.464e-17,2.101e-17,9.033e-18,78.0879,-1187.11
FrontDG0251,-8.1372,-1.8079,2.137e-17,1.860e-17,9.052e-18,83.2208,-1187.12
FrontDG0252,-8.1944,-2.2414,2.286e-17,1.829e-17,7.815e-18,86.1115,-1185.82
FrontDG0253,-8.4975,-2.1833,2.457e-17,1.894e-17,8.412e-18,72.5988,-1183.7
FrontDG0254,-8.1824,-1.8406,2.184e-17,1.614e-17,8.241e-18,82.5342,-1186.4
FrontDG0255,-8.0612,-2.1944,3.162e-17,2.366e-17,1.063e-17,65.4803,-1186.73
FrontDG0256,-8.1313,-2.1204,2.215e-17,2.004e-17,8.429e-18,71.7614,-1183.2
FrontDG0257,-8.1270,-1.9210,1.437e-17,1.252e-17,5.475e-18,75.3698,-1183.63
FrontDG0258,-8.3783,-2.2801,2.235e-17,2.098e-17,8.718e-18,71.0414,-1182.86
FrontDG0259,-8.1639,-1.8544,2.307e-17,1.846e-17,8.094e-18,83.738,-1185.38
FrontDG0302,39.6849,-13.1614,7.057e-18,6.419e-18,2.682e-18,84.3752,-1736.02
FrontDG0303,39.5435,-13.1886,8.101e-18,6.780e-18,2.974e-18,53.6578,-1735.02
FrontDG0304,39.6789,-13.2075,1.053e-17,8.999e-18,3.715e-18,40.6961,-1734.1
FrontDG0305,39.6104,-13.0408,1.162e-17,9.463e-18,4.548e-18,50.9647,-1735.22
FrontDG0306,39.4715,-13.1097,1.059e-17,8.619e-18,3.851e-18,46.0265,-1735.74
FrontDG0307,39.7524,-13.0748,1.179e-17,9.034e-18,3.932e-18,44.1326,-1733.13
FrontDG0308,39.6833,-13.2143,1.142e-17,1.013e-17,4.514e-18,48.6096,-1735.52
FrontDG0351,41.3871,17.0351,1.850e-17,1.691e-17,6.527e-18,62.9856,-1217.97
FrontDG0352,41.4685,17.1380,2.160e-17,1.774e-17,8.282e-18,75.1069,-1217.94
FrontDG0363,-30.9318,17.3861,4.288e-17,3.154e-17,1.124e-17,92.6965,-1365.7
FrontDG0364,-30.9371,17.1970,1.601e-17,1.432e-17,6.216e-18,64.1988,-1368.25
FrontDG0365,-31.0373,17.7067,1.496e-17,1.243e-17,5.450e-18,64.5818,-1365.53
FrontDG0366,-31.1637,17.4130,1.210e-17,8.351e-18,4.512e-18,50.5511,-1363.56
FrontDG0367,-30.7580,17.5411,1.424e-17,1.165e-17,5.660e-18,58.0933,-1366.51
FrontDG0368,-31.0023,17.2892,1.623e-17,1.282e-17,6.203e-18,59.32,-1368.93
FrontDG0369,-31.0545,17.2058,1.574e-17,1.371e-17,6.220e-18,51.4529,-1363.19
FrontDG0370,-30.6473,17.3188,1.533e-17,1.197e-17,5.442e-18,46.5305,-1368.63
FrontDG0371,-31.1566,17.6037,1.624e-17,1.338e-17,6.021e-18,60.9916,-1367.27
FrontDG0372,-30.7340,17.0947,2.359e-17,2.045e-17,7.092e-18,53.6326,-1365.76
FrontDG0373,-30.9974,17.5813,1.651e-17,1.398e-17,5.931e-18,82.3141,-1363.59
FrontDG0374,-30.7890,17.4467,1.989e-17,1.746e-17,7.573e-18,58.7106,-1365.65
FrontDG0375,-31.0447,17.2962,1.727e-17,1.301e-17,6.404e-18,58.2437,-1368.5
FrontDG0376,-30.5874,17.1735,1.627e-17,1.240e-17,5.642e-18,53.2723,-1368.47
FrontDG0377,-31.0036,17.4640,1.536e-17,1.291e-17,6.204e-18,69.0892,-1367.98
FrontDG0432,-30.5258,-16.1854,1.237e-17,9.575e-18,4.323e-18,67.861,-1359.22
FrontDG0486,3.6668,34.0271,3.354e-17,2.139e-17,8.066e-18,136.0498,-1752.64
FrontDG0487,3.6166,33.9588,6.638e-18,5.631e-18,2.540e-18,88.0432,-1750.28
FrontDG0488,3.5273,33.9713,1.035e-17,7.452e-18,4.171e-18,46.7036,-1751.7
FrontDG0489,3.7307,34.2100,1.000e-17,8.474e-18,3.717e-18,43.3065,-1751.36
FrontDG0490,3.5495,34.1096,9.899e-18,8.512e-18,3.913e-18,40.71,-1752.99
FrontDG0491,3.6008,33.8745,9.570e-18,8.208e-18,3.888e-18,39.8194,-1750.43
FrontDG0492,3.7727,34.1677,1.145e-17,8.797e-18,4.471e-18,44.5345,-1750.26
FrontDG0493,3.6010,33.9281,1.016e-17,8.765e-18,3.651e-18,41.9034,-1751.17
FrontDG0494,3.6676,34.0643,9.914e-18,8.651e-18,3.921e-18,41.2812,-1752.52
FrontDG0495,3.7019,34.1005,7.863e-18,6.296e-18,3.083e-18,77.401,-1750.92
FrontDG0496,3.6576,33.9623,7.077e-18,6.114e-18,2.491e-18,84.6935,-1753.34
FrontDG0515,27.4648,28.6037,5.881e-17,4.660e-17,1.561e-17,165.5337,-1122.46
FrontDG0516,27.8157,28.6929,2.237e-17,1.803e-17,8.769e-18,69.779,-1120.74
FrontDG0517,27.1104,28.7538,2.445e-17,2.061e-17,9.341e-18,84.7132,-1120.98
FrontDG0518,27.6111,28.9301,2.431e-17,2.023e-17,8.776e-18,75.8596,-1121.06
FrontDG0519,27.3729,28.7931,2.340e-17,2.048e-17,9.459e-18,64.5896,-1121.58
FrontDG0520,27.7744,28.9263,2.341e-17,1.860e-17,8.760e-18,64.689,-1122.48
FrontDG0521,27.4898,28.7491,2.477e-17,2.152e-17,9.779e-18,84.5295,-1124.0
FrontDG0522,27.4773,28.2102,2.478e-17,1.945e-17,8.376e-18,73.1197,-1125.47
FrontDG0523,27.1313,28.5041,3.456e-17,2.948e-17,1.135e-17,79.1519,-1126.59
FrontDG0524,27.6564,29.1267,2.225e-17,1.890e-17,9.032e-18,65.8923,-1125.14
FrontDG0525,27.6604,28.2357,2.722e-17,2.367e-17,1.024e-17,68.7735,-1121.32
FrontDG0526,27.2905,28.6020,2.465e-17,2.005e-17,1.023e-17,78.3929,-1122.79
FrontDG0527,27.2442,28.4149,2.239e-17,2.100e-17,8.829e-18,68.5746,-1121.38
FrontDG0528,27.4698,28.7163,2.506e-17,2.388e-17,8.876e-18,74.6383,-1121.45
FrontDG0529,27.4851,28.5304,2.199e-17,2.052e-17,8.311e-18,61.1584,-1121.03
FrontDG0565,-2.6794,-43.5423,6.601e-18,5.588e-18,2.459e-18,52.0797,-1798.48
FrontDG0566,-2.7553,-43.5936,1.158e-17,8.379e-18,3.738e-18,48.9469,-1798.41
FrontDG0567,-2.7329,-43.5725,9.653e-18,8.654e-18,3.593e-18,42.9091,-1798.38
FrontDG0599,13.6044,14.0124,1.063e-17,9.192e-18,4.098e-18,66.8016,-1418.72
FrontDG0608,18.7328,-4.8316,3.344e-17,2.587e-17,8.771e-18,130.2348,-1607.22
FrontDG0609,18.6459,-4.7437,1.290e-17,1.032e-17,4.633e-18,54.1098,-1611.1
FrontDG0610,18.6801,-4.7421,1.350e-17,1.046e-17,4.956e-18,50.339,-1610.31
FrontDG0611,18.8044,-4.7485,1.335e-17,1.009e-17,5.185e-18,51.9946,-1607.83
FrontDG0612,18.6990,-4.8536,8.384e-18,6.794e-18,3.260e-18,133.7882,-1608.63
FrontDG0613,18.6803,-4.7083,1.255e-17,1.131e-17,4.400e-18,49.2787,-1610.48
FrontDG0614,18.5789,-4.7390,1.267e-17,9.047e-18,4.456e-18,46.8803,-1611.96
FrontDG0615,18.8979,-4.9260,1.145e-17,8.800e-18,4.044e-18,41.6421,-1608.35
FrontDG0616,18.8569,-4.9956,1.322e-17,8.540e-18,4.219e-18,44.2526,-1607.15
FrontDG0617,18.7661,-4.7378,1.134e-17,8.995e-18,4.312e-18,44.3352,-1610.63
FrontDG0653,18.2450,-6.9882,1.101e-17,8.303e-18,3.940e-18,46.1334,-1743.41
FrontDG0654,18.1890,-7.0419,1.027e-17,9.119e-18,3.480e-18,40.0551,-1743.67
FrontDG0681,-0.7616,7.5712,3.561e-17,2.809e-17,1.410e-17,94.2312,-924.43
FrontDG0682,-0.8760,7.4886,3.287e-17,2.746e-17,1.208e-17,77.3524,-924.73
FrontDG0713,14.6343,7.2201,1.086e-16,8.352e-17,2.731e-17,186.465,-852.95
FrontDG0714,14.0098,7.8019,5.377e-17,4.126e-17,1.874e-17,91.7575,-846.33
FrontDG0715,15.2507,6.5456,3.882e-17,3.067e-17,1.316e-17,92.864,-853.59
FrontDG0716,15.0968,7.0546,2.664e-17,2.199e-17,9.987e-18,132.0613,-852.48
FrontDG0717,14.8930,7.9008,3.731e-17,3.460e-17,1.468e-17,113.5961,-849.51
FrontDG0718,14.2110,7.5658,3.927e-17,3.080e-17,1.395e-17,88.6375,-854.9
FrontDG0719,14.4651,7.3831,4.283e-17,2.978e-17,1.475e-17,85.4639,-853.28
FrontDG0720,15.1645,7.2904,3.043e-17,2.424e-17,1.077e-17,173.3096,-852.1
FrontDG0721,14.9563,7.1967,2.827e-17,2.077e-17,9.258e-18,212.5403,-855.32
FrontDG0722,15.3473,7.1707,2.584e-17,2.014e-17,9.348e-18,113.2135,-849.52
FrontDG0723,14.5543,7.4105,2.952e-17,2.318e-17,1.034e-17,213.183,-852.87
FrontDG0724,13.7891,7.6263,4.074e-17,3.189e-17,1.303e-17,81.3478,-850.04
FrontDG0725,14.9080,7.5574,3.811e-17,2.837e-17,1.442e-17,88.0597,-852.97
FrontDG0726,15.0776,6.4475,3.833e-17,3.421e-17,1.293e-17,80.4228,-855.83
FrontDG0727,14.8775,6.9650,2.758e-17,2.191e-17,9.130e-18,211.5964,-846.17
FrontDG0728,14.4837,6.6469,2.712e-17,2.223e-17,9.779e-18,121.6774,-849.22
FrontDG0729,13.8871,7.0511,2.842e-17,2.415e-17,1.083e-17,89.2033,-854.83
FrontDG0730,14.8942,7.1442,2.794e-17,2.384e-17,9.644e-18,210.8611,-851.52
FrontDG0731,15.2084,6.7670,2.415e-17,2.141e-17,9.359e-18,124.4394,-847.26
FrontDG0732,14.5812,7.3193,2.741e-17,2.145e-17,8.785e-18,192.9379,-851.71
FrontDG0733,13.9973,7.2016,3.864e-17,3.114e-17,1.307e-17,89.6612,-845.87
FrontDG0734,14.3606,7.6854,2.742e-17,2.282e-17,9.840e-18,144.6856,-855.69
FrontDG0735,15.0310,6.8185,5.921e-17,4.220e-17,1.610e-17,94.1526,-849.99
FrontDG0736,13.4678,7.4132,5.738e-17,4.544e-17,1.530e-17,101.8088,-856.61
FrontDG0737,15.0465,6.8604,2.907e-17,2.088e-17,9.525e-18,99.0516,-846.75
FrontDG0738,14.5742,7.8598,3.565e-17,3.133e-17,1.345e-17,85.9447,-856.21
FrontDG0739,14.4250,7.5834,4.040e-17,3.190e-17,1.437e-17,79.7284,-845.6
FrontDG0740,14.0115,7.8343,2.869e-17,2.249e-17,1.006e-17,87.2917,-851.94
FrontDG0741,14.7655,6.6005,4.007e-17,3.499e-17,1.322e-17,94.1276,-847.92
FrontDG0742,15.2109,7.2137,4.259e-17,3.035e-17,1.352e-17,79.0155,-846.82
FrontDG0743,14.9434,6.7192,4.231e-17,3.062e-17,1.421e-17,92.4143,-853.68
FrontDG0744,13.9596,6.9604,3.570e-17,2.926e-17,1.273e-17,79.1243,-850.53
FrontDG0756,22.8305,21.2534,2.575e-17,2.265e-17,7.511e-18,136.4375,-1786.88
FrontDG0757,22.8862,21.6160,9.694e-18,7.796e-18,3.551e-18,41.998,-1787.74
FrontDG0758,22.5563,21.1120,1.031e-17,9.597e-18,4.080e-18,44.3347,-1789.29
FrontDG0759,22.6946,21.0996,9.912e-18,8.886e-18,3.520e-18,40.6906,-1790.58
FrontDG0760,22.9813,21.1012,1.069e-17,7.920e-18,3.367e-18,36.0888,-1786.44
FrontDG0761,23.0230,21.0511,1.083e-17,9.923e-18,4.218e-18,52.0062,-1788.96
FrontDG0762,22.8686,21.0376,1.068e-17,8.304e-18,3.707e-18,42.597,-1788.13
FrontDG0763,22.8366,21.4169,9.112e-18,8.228e-18,3.749e-18,41.6741,-1792.98
FrontDG0764,22.9885,21.4517,1.077e-17,8.199e-18,3.443e-18,37.2538,-1790.0
FrontDG0765,22.8856,21.2595,1.094e-17,9.179e-18,4.381e-18,43.9214,-1791.97
FrontDG0766,22.7840,21.0490,1.051e-17,8.893e-18,4.169e-18,48.668,-1787.35
FrontDG0767,23.0151,21.3405,7.847e-18,6.213e-18,2.676e-18,67.0316,-1790.14
FrontDG0768,22.6111,21.4480,1.078e-17,9.143e-18,4.089e-18,42.562,-1789.1
FrontDG0769,23.1094,21.2911,1.001e-17,8.153e-18,3.762e-18,44.0433,-1789.54
FrontDG0770,22.8935,21.3487,8.979e-18,7.797e-18,3.799e-18,38.9808,-1787.45
FrontDG0771,22.9272,21.3534,6.749e-18,5.366e-18,2.596e-18,86.2414,-1791.46
FrontDG0772,22.7873,20.8729,1.010e-17,9.033e-18,4.315e-18,44.091,-1789.99
FrontDG0773,22.9691,21.2316,1.009e-17,8.197e-18,3.513e-18,40.2799,-1787.85
FrontDG0774,22.8702,21.3232,9.879e-18,8.124e-18,3.630e-18,40.5686,-1787.17
FrontDG0775,-4.1154,-9.9774,9.330e-18,8.137e-18,4.004e-18,102.1427,-1482.68
FrontDG0776,-4.1708,-10.0004,1.474e-17,1.170e-17,5.448e-18,49.7142,-1484.85
FrontDG0777,-4.2595,-9.9881,1.457e-17,1.124e-17,5.458e-18,60.4364,-1484.64
FrontDG0778,-4.0243,-9.9924,1.370e-17,1.150e-17,5.853e-18,56.4572,-1482.72
FrontDG0779,-4.1109,-10.0320,1.347e-17,1.046e-17,4.902e-18,50.2795,-1484.81
FrontDG0780,-4.1954,-10.0191,1.437e-17,1.155e-17,5.426e-18,63.3764,-1483.28
FrontDG0915,6.7719,11.5586,3.506e-17,2.467e-17,9.555e-18,112.6383,-1574.56
FrontDG0916,6.8422,11.5379,1.227e-17,1.090e-17,5.102e-18,56.8891,-1570.71
FrontDG0917,6.7913,11.3413,8.916e-18,7.114e-18,3.238e-18,73.6321,-1574.04
FrontDG0918,6.5967,11.6124,1.208e-17,9.938e-18,4.359e-18,45.9553,-1571.03
FrontDG0919,6.6347,11.5753,7.961e-18,7.037e-18,3.425e-18,80.549,-1570.98
FrontDG0920,6.8348,11.6182,1.236e-17,1.037e-17,4.242e-18,59.1163,-1573.78
FrontDG0921,6.8695,11.7558,1.392e-17,1.037e-17,4.813e-18,49.2461,-1571.72
FrontDG0922,6.5071,11.5406,8.197e-18,7.514e-18,2.942e-18,52.1008,-1576.33
FrontDG0923,6.7354,11.2179,1.215e-17,1.206e-17,4.805e-18,43.7528,-1579.2
FrontDG0924,6.6392,11.8075,1.030e-17,1.021e-17,4.243e-18,38.5162,-1570.26
FrontDG0925,6.8797,11.6465,8.691e-18,6.859e-18,3.472e-18,52.2975,-1573.98
FrontDG0926,6.7953,11.6815,8.447e-18,6.912e-18,3.399e-18,74.4361,-1571.53
FrontDG0927,7.0399,11.3872,1.267e-17,1.069e-17,4.410e-18,48.0212,-1572.2
FrontDG0928,6.9438,11.2955,1.067e-17,9.624e-18,3.954e-18,47.6943,-1578.3
FrontDG0929,6.7237,11.6424,1.222e-17,1.057e-17,4.695e-18,49.5369,-1570.77
FrontDG0930,6.9281,11.6422,1.179e-17,9.741e-18,4.187e-18,48.0871,-1577.88
FrontDG0931,6.7125,11.7975,1.751e-17,1.416e-17,5.762e-18,41.6318,-1576.94
FrontDG0932,6.6115,11.6108,1.135e-17,9.870e-18,4.520e-18,55.1742,-1574.02
FrontDG0933,6.8470,11.5156,1.248e-17,1.069e-17,4.486e-18,63.3044,-1570.58
FrontDG0934,6.4681,11.6589,1.296e-17,1.102e-17,4.174e-18,40.0002,-1577.3
FrontDG0947,-4.6693,-31.6721,8.821e-18,7.092e-18,3.365e-18,50.3794,-1619.36
FrontDG0994,27.4591,19.0692,2.373e-17,1.736e-17,8.015e-18,65.2374,-1213.04
FrontDG0995,27.3842,19.1751,1.911e-17,1.518e-17,7.725e-18,51.6191,-1212.68
FrontDG0996,27.4986,19.1283,1.470e-17,1.199e-17,5.597e-18,79.8544,-1212.91
FrontDG1219,14.0622,2.8027,2.417e-16,1.832e-16,5.263e-17,252.2578,-525.34
FrontDG1220,13.9493,3.4521,9.001e-17,8.029e-17,3.295e-17,182.1383,-513.39
FrontDG1221,13.1442,3.3005,9.684e-17,7.762e-17,3.143e-17,146.5069,-523.64
FrontDG1222,13.4203,3.2782,9.121e-17,8.064e-17,3.363e-17,152.7337,-520.81
FrontDG1223,13.6752,3.9070,5.474e-17,4.420e-17,1.950e-17,182.2054,-520.71
FrontDG1224,13.1707,3.6829,9.513e-17,7.468e-17,3.449e-17,159.9959,-524.19
FrontDG1225,13.1697,2.7304,9.588e-17,8.178e-17,3.637e-17,185.5798,-514.16
FrontDG1226,13.9492,2.1735,7.449e-17,5.145e-17,2.563e-17,246.7945,-514.94
FrontDG1227,14.3100,3.5202,9.948e-17,7.701e-17,3.218e-17,147.9953,-520.85
FrontDG1228,12.7360,2.5375,9.267e-17,8.311e-17,3.764e-17,142.5885,-524.74
FrontDG1229,14.1755,1.8104,9.529e-17,7.685e-17,3.325e-17,180.6514,-514.92
FrontDG1230,13.9784,1.5029,6.089e-17,4.589e-17,2.324e-17,143.3373,-524.42
FrontDG1231,13.7087,2.3463,5.665e-17,4.954e-17,2.092e-17,335.4258,-517.03
FrontDG1232,12.9222,3.1438,6.257e-17,5.051e-17,2.238e-17,166.9276,-513.72
FrontDG1233,14.5512,1.9497,9.754e-17,7.375e-17,3.200e-17,163.3023,-522.02
FrontDG1234,14.1423,1.8342,5.761e-17,5.506e-17,2.106e-17,217.5647,-514.28
FrontDG1235,14.2173,2.0232,8.327e-17,7.102e-17,3.198e-17,148.7887,-521.69
FrontDG1236,12.8214,2.4753,9.525e-17,7.796e-17,3.399e-17,166.2389,-521.39
FrontDG1237,13.5501,1.8387,9.569e-17,7.775e-17,3.299e-17,151.6639,-516.25
FrontDG1238,13.8983,2.7809,1.329e-16,9.261e-17,3.891e-17,156.2173,-515.92
FrontDG1239,13.4024,3.7530,9.915e-17,8.290e-17,3.592e-17,141.8619,-520.27
FrontDG1240,13.8210,3.5237,6.546e-17,5.671e-17,2.610e-17,179.3847,-514.96
FrontDG1241,14.1002,2.1442,6.382e-17,4.752e-17,2.014e-17,175.7473,-521.47
FrontDG1242,14.5155,3.6884,8.695e-17,7.880e-17,2.971e-17,152.7856,-524.47
FrontDG1243,14.3994,3.0122,8.582e-17,7.109e-17,2.668e-17,123.2645,-516.41
FrontDG1244,15.0499,1.9099,8.769e-17,6.444e-17,2.850e-17,120.8661,-514.88
FrontDG1245,13.2882,1.9770,5.838e-17,5.109e-17,2.125e-17,137.6186,-522.85
FrontDG1246,14.1996,1.6213,8.713e-17,6.855e-17,3.491e-17,143.9253,-513.82
FrontDG1247,13.7715,1.8702,6.119e-17,5.097e-17,2.040e-17,206.6093,-515.73
FrontDG1248,14.3684,3.5674,6.076e-17,4.570e-17,2.116e-17,204.5802,-514.13
FrontDG1249,14.1268,4.0038,9.855e-17,7.737e-17,3.232e-17,164.1606,-514.0
FrontDG1250,13.6494,2.7693,9.376e-17,7.801e-17,3.374e-17,151.7868,-517.41
FrontDG1392,-12.8630,30.3994,5.455e-18,5.039e-18,2.166e-18,61.963,-2031.29
FrontDG1393,-12.9243,30.4545,8.749e-18,7.205e-18,3.303e-18,41.4038,-2032.06
FrontDG1394,-12.8149,30.4659,9.008e-18,7.605e-18,3.375e-18,39.8137,-2033.04
FrontDG1395,-12.9131,30.3092,8.231e-18,6.385e-18,3.795e-18,45.6316,-2032.32
FrontDG1396,-12.8635,30.3212,8.325e-18,8.113e-18,3.569e-18,44.7958,-2031.31
FrontDG1512,-10.8167,21.2939,6.057e-18,5.303e-18,2.242e-18,80.1641,-1843.72
FrontDG1513,-10.7733,21.3295,9.649e-18,8.482e-18,3.745e-18,59.1108,-1842.75
FrontDG1514,-10.8870,21.2300,9.807e-18,7.148e-18,3.495e-18,50.6462,-1843.64
FrontDG1515,-10.8799,21.3444,9.145e-18,7.368e-18,3.295e-18,42.602,-1844.16
FrontDG1516,-10.7845,21.2950,9.889e-18,8.383e-18,3.647e-18,52.1207,-1843.93
FrontDG1517,-10.7615,21.4076,1.290e-17,1.234e-17,4.556e-18,48.7627,-1843.69
FrontDG1518,-10.8213,21.2510,1.063e-17,7.979e-18,3.399e-18,45.2025,-1844.06
