Name,X,Y,BlueF,GreenF,RedF,Parallax,RadialVelocity,Variable?
RightS015817,22.6657,-8.1802,1.321e-19,1.540e-19,1.454e-19,0.001,-34.76,0
RightS015819,22.5843,-8.2000,1.327e-19,1.396e-19,1.139e-19,0.0,-37.84,0
RightS015824,22.5582,-8.2205,3.649e-19,3.891e-19,3.083e-19,-0.0,-38.16,0
RightS015839,22.6907,-8.2402,4.795e-18,6.894e-18,1.035e-17,0.001,-35.75,0
RightS015844,22.6185,-8.1811,3.114e-19,2.957e-19,1.942e-19,-0.0,-36.23,0
RightS015845,22.5811,-8.2043,3.418e-18,2.970e-18,1.641e-18,-0.0,-38.03,0
RightS015849,22.5482,-8.1478,1.224e-20,1.587e-20,2.010e-20,-0.001,-37.74,0
RightS015864,22.5825,-8.1690,6.562e-19,1.380e-18,4.582e-18,0.0,-37.97,0
RightS015865,22.6305,-8.1908,2.288e-14,1.601e-14,5.618e-15,-0.0,-35.77,0
RightS015867,22.6272,-8.1629,1.607e-18,2.484e-18,4.302e-18,-0.0,-35.79,0
RightS015871,22.6293,-8.1667,3.179e-20,3.797e-20,4.098e-20,0.001,-35.75,0
RightS015873,22.5582,-8.1676,1.763e-20,2.313e-20,2.973e-20,0.0,-38.11,0
RightS015879,22.6360,-8.1935,1.726e-18,1.544e-18,8.782e-19,0.0,-35.93,0
RightS015883,22.6303,-8.1720,7.418e-20,9.019e-20,9.478e-20,-0.0,-35.27,0
RightS015885,22.5570,-8.1957,1.136e-18,1.867e-18,3.732e-18,0.0,-38.27,0
RightS015887,22.6442,-8.1939,8.654e-20,9.840e-20,9.601e-20,0.001,-35.44,0
RightS015891,22.6217,-8.1749,1.287e-20,1.633e-20,1.859e-20,0.0,-35.83,0
RightS015893,22.6052,-8.1873,8.959e-19,8.265e-19,5.173e-19,0.0,-37.78,0
RightS015895,22.6192,-8.1829,2.878e-14,1.999e-14,6.772e-15,-0.001,-36.45,0
RightS015897,22.6188,-8.1829,3.837e-19,3.842e-19,2.753e-19,0.0,-35.86,0
RightS015898,22.6200,-8.2257,5.745e-20,6.694e-20,6.543e-20,-0.0,-36.79,0
RightS015906,22.5546,-8.1840,1.045e-18,1.009e-18,6.809e-19,-0.001,-38.28,0
RightS015907,22.6284,-8.1753,1.799e-20,2.358e-20,2.880e-20,0.0,-35.42,0
RightS015908,22.6572,-8.1738,6.224e-18,8.616e-18,1.200e-17,-0.0,-34.87,0
RightS015910,22.5106,-8.2166,5.430e-20,6.292e-20,6.360e-20,0.0,-38.41,0
RightS015914,22.6885,-8.1152,4.068e-18,3.337e-18,1.653e-18,-0.0,-35.3,0
RightS015915,22.6340,-8.1949,2.956e-18,5.623e-18,1.540e-17,0.0,-35.93,0
RightS015917,22.6044,-8.1853,1.651e-20,2.136e-20,2.640e-20,0.0,-37.7,0
RightS015918,22.6048,-8.1588,5.030e-19,1.102e-18,4.115e-18,-0.0,-37.01,0
RightS015921,22.9322,-8.2169,9.179e-20,1.011e-19,8.465e-20,-0.001,-34.97,0
RightS015922,22.6225,-8.1716,4.532e-18,8.748e-18,2.442e-17,0.0,-35.86,0
RightS015925,22.6283,-8.1666,1.858e-18,3.094e-18,6.462e-18,0.0,-35.69,0
RightS015926,22.6172,-8.1753,3.195e-20,3.777e-20,3.945e-20,0.001,-36.34,0
RightS015940,22.6323,-8.1752,2.243e-19,2.389e-19,1.961e-19,0.001,-35.23,0
RightS015946,22.5879,-8.1923,1.850e-20,2.265e-20,2.535e-20,-0.0,-38.1,0
RightS015947,22.5973,-8.1761,6.243e-20,7.270e-20,7.033e-20,0.001,-38.04,0
RightS015952,22.5943,-8.1910,5.016e-20,5.829e-20,5.624e-20,0.0,-37.79,0
RightS015953,22.6184,-8.1842,1.782e-14,1.188e-14,3.961e-15,-0.001,-36.49,0
RightS015954,22.5746,-8.1818,9.228e-14,7.125e-14,3.225e-14,0.0,-38.36,1
RightS015958,22.6744,-8.1524,1.645e-20,2.086e-20,2.350e-20,0.0,-35.04,0
RightS015960,22.6290,-8.1719,7.677e-20,8.678e-20,8.075e-20,-0.001,-35.48,0
RightS015962,22.6073,-8.1425,1.393e-19,1.475e-19,1.201e-19,0.0,-36.5,0
RightS015965,22.6563,-8.1658,4.324e-19,6.794e-19,1.226e-18,0.0,-35.01,0
RightS015966,22.5974,-8.1277,7.429e-20,8.692e-20,8.415e-20,0.001,-36.67,0
RightS015974,22.6306,-8.1928,2.256e-20,2.779e-20,3.095e-20,0.0,-36.02,0
RightS015980,22.6122,-8.1793,1.056e-20,1.405e-20,1.794e-20,0.001,-37.7,0
RightS015981,22.6295,-8.1893,3.989e-19,3.922e-19,2.732e-19,0.0,-35.74,0
RightS015991,22.6054,-8.1802,6.911e-19,6.504e-19,4.193e-19,-0.0,-37.82,0
RightS015992,22.6081,-8.1754,1.451e-18,2.951e-18,9.159e-18,0.0,-37.48,0
RightS015993,22.6142,-8.1778,7.386e-19,1.249e-18,2.652e-18,-0.0,-37.09,0
RightS015997,22.6713,-8.2122,9.333e-20,1.011e-19,8.470e-20,-0.0,-35.49,0
RightS016001,22.5438,-8.2231,1.147e-20,1.491e-20,1.846e-20,0.001,-38.07,0
RightS016002,22.6555,-8.1502,1.199e-17,3.032e-17,1.508e-16,0.0,-35.19,0
RightS016005,22.6497,-8.1735,5.259e-18,1.021e-17,2.922e-17,0.001,-34.86,0
RightS016006,22.7282,-8.2260,1.176e-20,1.565e-20,2.067e-20,-0.001,-35.32,0
RightS016012,22.6182,-8.1799,1.488e-19,1.573e-19,1.310e-19,0.0,-35.6,0
RightS016018,22.6065,-8.1837,1.364e-20,1.711e-20,1.992e-20,-0.0,-37.4,0
RightS016020,22.5785,-8.1821,7.256e-19,6.918e-19,4.433e-19,0.0,-38.21,0
RightS016026,22.6159,-8.1745,9.699e-19,1.728e-18,4.060e-18,-0.0,-36.39,0
RightS016030,22.6005,-8.2487,4.386e-19,4.258e-19,2.823e-19,-0.0,-37.03,0
RightS016035,22.6818,-8.2203,2.055e-19,2.121e-19,1.684e-19,0.0,-35.64,0
RightS016037,22.5200,-8.0873,1.375e-18,1.212e-18,6.855e-19,-0.0,-37.29,0
RightS016040,22.6099,-8.1835,1.495e-20,1.958e-20,2.558e-20,0.001,-37.59,0
RightS016043,22.4806,-8.1594,8.321e-20,9.185e-20,7.846e-20,-0.0,-38.26,0
RightS016048,22.6189,-8.2103,1.993e-18,2.932e-18,4.616e-18,0.001,-36.95,0
RightS016053,22.6071,-8.1821,1.757e-20,2.230e-20,2.615e-20,0.0,-37.58,0
RightS016054,22.6145,-8.1832,6.514e-20,7.536e-20,7.566e-20,-0.001,-37.48,0
RightS016056,22.7190,-8.1489,1.602e-18,3.906e-18,1.809e-17,0.0,-34.81,0
RightS016057,22.6438,-8.1953,1.757e-20,2.229e-20,2.619e-20,0.0,-35.74,0
RightS016060,22.6322,-8.1911,9.368e-20,1.047e-19,9.718e-20,-0.001,-35.69,0
RightS016061,22.6383,-8.2006,1.352e-18,1.158e-18,6.154e-19,-0.0,-35.88,0
RightS016069,22.6196,-8.1825,2.749e-19,2.652e-19,1.842e-19,0.0,-35.37,0
RightS016071,22.6343,-8.1761,5.620e-19,5.572e-19,3.945e-19,0.0,-35.45,0
RightS016072,22.6198,-8.1740,4.105e-14,2.769e-14,9.334e-15,0.0,-36.19,0
RightS016074,22.6173,-8.1811,1.729e-18,3.982e-18,1.631e-17,-0.0,-36.52,0
RightS016076,22.6101,-8.2064,4.425e-19,4.386e-19,3.068e-19,-0.001,-37.06,0
RightS016078,22.6027,-8.1927,8.889e-20,9.841e-20,8.691e-20,-0.001,-37.65,0
RightS016079,22.6171,-8.1908,3.046e-20,3.676e-20,3.787e-20,0.0,-36.78,0
RightS016084,22.6589,-8.1628,7.726e-20,8.894e-20,8.850e-20,-0.001,-35.13,0
RightS016087,22.5982,-8.1923,2.916e-19,3.094e-19,2.415e-19,0.0,-37.93,0
RightS016089,22.5931,-8.1026,2.544e-17,1.675e-17,5.213e-18,-0.0,-36.56,0
RightS016091,22.5873,-8.2002,4.194e-20,5.043e-20,5.365e-20,0.0,-37.96,0
RightS016094,22.5082,-8.1875,5.511e-19,8.946e-19,1.774e-18,0.001,-38.37,0
RightS016096,22.6647,-8.1536,8.148e-18,1.848e-17,7.291e-17,0.001,-35.12,0
RightS016099,22.6231,-8.1811,1.258e-20,1.647e-20,2.012e-20,-0.0,-35.4,0
RightS016102,22.5749,-8.1800,5.489e-20,6.510e-20,6.656e-20,-0.0,-38.09,0
RightS016109,22.6008,-8.1899,1.690e-20,2.191e-20,2.743e-20,-0.0,-37.7,0
RightS016112,22.5798,-8.1682,1.506e-20,1.861e-20,2.109e-20,-0.0,-37.95,0
RightS016114,22.5946,-8.1837,5.381e-18,9.433e-18,2.141e-17,-0.0,-38.06,0
RightS016116,22.5708,-8.1939,1.542e-20,2.016e-20,2.447e-20,-0.0,-38.35,0
RightS016118,22.6373,-8.1742,5.117e-19,4.959e-19,3.380e-19,-0.001,-35.26,0
RightS016124,22.5792,-8.1678,6.506e-20,7.535e-20,7.399e-20,-0.001,-38.14,0
RightS016126,22.5950,-8.1401,7.860e-20,9.274e-20,9.051e-20,0.001,-36.88,0
RightS016127,22.6101,-8.1461,1.028e-19,1.092e-19,8.791e-20,0.001,-36.55,0
RightS016129,22.6247,-8.2045,7.077e-19,1.310e-18,3.313e-18,-0.0,-36.5,0
RightS016130,22.6348,-8.1625,1.004e-19,1.146e-19,1.066e-19,-0.0,-35.44,0
RightS016131,22.5575,-8.1770,2.767e-20,3.467e-20,3.965e-20,-0.002,-38.27,0
RightS016139,22.6338,-8.1851,2.440e-19,2.595e-19,2.152e-19,-0.001,-35.61,0
RightS016142,22.5997,-8.1670,3.122e-20,3.729e-20,3.894e-20,0.001,-37.27,0
RightS016145,22.6761,-8.2022,2.190e-18,1.980e-18,1.224e-18,-0.0,-35.22,0
RightS016148,22.6067,-8.1805,1.583e-18,3.308e-18,1.088e-17,-0.0,-37.85,0
RightS016151,22.6316,-8.1798,1.270e-19,1.448e-19,1.327e-19,-0.002,-35.26,0
RightS016157,22.6196,-8.1678,2.084e-18,1.842e-18,1.032e-18,0.0,-36.09,0
RightS016158,22.6316,-8.1097,1.160e-19,1.274e-19,1.096e-19,0.0,-36.11,0
RightS016160,22.5930,-8.1825,4.707e-20,5.863e-20,6.712e-20,-0.0,-38.02,0
RightS016163,22.5959,-8.1816,2.467e-19,2.482e-19,1.784e-19,0.0,-38.06,0
RightS016166,22.5976,-8.1861,5.547e-19,5.628e-19,4.115e-19,0.0,-37.89,0
RightS016179,22.7287,-8.2127,1.666e-18,1.386e-18,6.717e-19,-0.001,-35.09,0
RightS016181,22.6069,-8.1820,3.048e-18,6.693e-18,2.460e-17,-0.0,-37.72,0
RightS016189,22.5917,-8.2031,1.583e-20,2.080e-20,2.577e-20,-0.001,-37.69,0
RightS016193,22.5840,-8.1644,4.192e-14,3.083e-14,1.261e-14,0.0,-37.71,0
RightS016198,22.5978,-8.1835,3.468e-18,6.328e-18,1.638e-17,0.0,-37.91,0
RightS016200,22.5651,-8.2317,2.427e-20,3.016e-20,3.425e-20,0.0,-37.87,0
RightS016201,22.6144,-8.1771,1.494e-19,1.615e-19,1.398e-19,0.0,-37.47,0
RightS016202,22.6454,-8.1322,8.930e-20,1.002e-19,9.022e-20,0.0,-35.74,0
RightS016204,22.6148,-8.1829,5.525e-20,6.224e-20,5.704e-20,-0.0,-37.41,0
RightS016205,22.6309,-8.2072,2.281e-18,5.110e-18,1.957e-17,0.001,-36.31,0
RightS016206,22.6462,-8.1951,1.550e-18,2.891e-18,7.530e-18,-0.0,-35.39,0
RightS016213,22.6230,-8.1794,1.936e-19,2.067e-19,1.721e-19,0.0,-35.51,0
RightS016220,22.5866,-8.1888,2.939e-18,2.523e-18,1.316e-18,-0.0,-38.12,0
RightS016221,22.6397,-8.2207,1.327e-13,1.043e-13,4.760e-14,0.001,-36.2,1
RightS016222,22.6111,-8.1728,4.137e-19,4.170e-19,3.011e-19,-0.0,-36.9,0
RightS016227,22.6344,-8.1698,2.023e-19,2.098e-19,1.647e-19,0.0,-35.42,0
RightS016231,22.5900,-8.1697,1.703e-19,1.865e-19,1.596e-19,0.0,-37.64,0
RightS016232,22.6208,-8.2264,8.096e-14,6.542e-14,3.154e-14,0.0,-36.7,1
RightS016236,22.6013,-8.1726,1.696e-20,2.248e-20,2.865e-20,-0.001,-37.48,0
RightS016238,22.5869,-8.2355,4.702e-20,5.440e-20,5.413e-20,-0.0,-37.38,0
RightS016241,22.5527,-8.1805,6.917e-19,6.710e-19,4.616e-19,-0.0,-38.41,0
RightS016245,22.5259,-8.1775,2.064e-19,2.128e-19,1.638e-19,0.0,-38.34,0
RightS016246,22.6524,-8.1945,9.249e-20,1.026e-19,9.243e-20,-0.0,-35.49,0
RightS016247,22.7150,-8.1829,3.581e-19,3.532e-19,2.510e-19,-0.0,-34.81,0
RightS016248,22.6474,-8.1960,3.756e-14,2.630e-14,9.763e-15,-0.001,-35.56,0
RightS016258,22.5636,-8.1813,9.198e-20,1.090e-19,1.093e-19,-0.0,-38.33,0
RightS016259,22.6270,-8.1945,2.355e-18,3.758e-18,7.080e-18,-0.0,-36.1,0
RightS016263,22.5961,-8.1562,2.482e-18,3.512e-18,5.231e-18,-0.0,-37.1,0
RightS016266,22.6194,-8.1745,4.614e-20,5.510e-20,5.525e-20,0.0,-36.26,0
RightS016268,22.6196,-8.2021,1.091e-19,1.227e-19,1.113e-19,-0.001,-36.67,0
RightS016270,22.6648,-8.1610,5.154e-19,4.963e-19,3.412e-19,-0.001,-34.94,0
RightS016271,22.6835,-8.2017,7.069e-20,8.405e-20,8.554e-20,0.001,-35.09,0
RightS016276,22.5714,-8.1604,5.312e-19,5.124e-19,3.356e-19,-0.0,-37.8,0
RightS016280,22.6139,-8.2175,4.732e-20,5.589e-20,5.834e-20,-0.0,-37.02,0
RightS016281,22.5492,-8.1567,4.628e-19,4.786e-19,3.710e-19,-0.001,-37.98,0
RightS016282,22.6163,-8.1800,8.171e-14,6.086e-14,2.356e-14,-0.0,-36.73,0
RightS016287,22.6182,-8.1863,8.221e-20,9.966e-20,1.045e-19,0.0,-36.71,0
RightS016289,22.6173,-8.1827,6.332e-18,1.708e-17,1.000e-16,-0.0,-36.68,0
RightS016290,22.6061,-8.1993,1.285e-19,1.359e-19,1.099e-19,-0.0,-37.27,0
RightS016291,22.5976,-8.1780,1.288e-20,1.749e-20,2.280e-20,0.0,-38.07,0
RightS016296,22.6255,-8.1870,1.147e-19,1.204e-19,9.438e-20,-0.001,-36.1,0
RightS016297,22.6209,-8.1790,3.268e-18,6.874e-18,2.301e-17,-0.0,-36.0,0
RightS016301,22.6071,-8.1845,1.501e-18,1.349e-18,7.842e-19,0.001,-37.69,0
RightS016307,22.6773,-8.2136,5.913e-19,5.707e-19,3.787e-19,-0.0,-35.27,0
RightS016317,22.6857,-8.1863,7.959e-20,8.819e-20,7.749e-20,-0.0,-35.06,0
RightS016319,22.5913,-8.2002,6.325e-19,6.243e-19,4.397e-19,0.001,-37.75,0
RightS016322,22.6188,-8.1826,1.083e-19,1.200e-19,1.081e-19,0.0,-35.9,0
RightS016323,22.6149,-8.1806,4.862e-18,1.241e-17,6.324e-17,0.0,-37.23,0
RightS016325,22.6207,-8.1800,5.430e-19,5.362e-19,3.783e-19,-0.0,-35.75,0
RightS016326,22.5918,-8.1785,7.381e-20,8.655e-20,8.744e-20,-0.0,-38.12,0
RightS016328,22.6110,-8.1872,1.966e-18,3.980e-18,1.245e-17,0.0,-37.27,0
RightS016331,22.6089,-8.1762,6.807e-19,6.491e-19,4.440e-19,-0.0,-37.58,0
RightS016332,22.5804,-8.1321,1.007e-15,6.603e-16,2.055e-16,-0.0,-36.97,0
RightS016335,22.6393,-8.1568,8.296e-20,9.393e-20,8.499e-20,-0.0,-35.35,0
RightS016336,22.6330,-8.1707,1.113e-19,1.200e-19,1.016e-19,0.0,-35.33,0
RightS016340,22.5305,-8.2376,1.194e-20,1.637e-20,2.198e-20,-0.0,-37.95,0
RightS016343,22.6180,-8.1972,6.223e-19,9.394e-19,1.523e-18,0.001,-36.78,0
RightS016344,22.6259,-8.1572,4.497e-19,4.384e-19,2.989e-19,0.0,-35.61,0
RightS016345,22.6127,-8.1703,1.755e-18,1.587e-18,8.954e-19,-0.001,-36.69,0
RightS016346,22.6246,-8.2006,2.500e-20,3.135e-20,3.716e-20,-0.0,-36.05,0
RightS016347,22.6447,-8.1930,1.653e-14,1.124e-14,3.703e-15,-0.0,-35.22,0
RightS016352,22.5964,-8.1861,1.435e-18,1.265e-18,7.107e-19,-0.001,-37.37,0
RightS016353,22.6232,-8.1845,3.662e-20,4.481e-20,5.075e-20,0.001,-36.07,0
RightS016358,22.6060,-8.1655,5.864e-18,1.600e-17,9.534e-17,-0.001,-36.94,0
RightS016360,22.5853,-8.1669,6.519e-19,1.186e-18,2.948e-18,0.001,-38.25,0
RightS016361,22.6124,-8.1580,4.996e-20,5.583e-20,5.144e-20,-0.0,-36.48,0
RightS016363,22.6203,-8.2072,3.061e-18,5.568e-18,1.419e-17,-0.0,-36.8,0
RightS016365,22.6097,-8.1750,5.526e-20,6.991e-20,7.877e-20,0.001,-37.06,0
RightS016367,22.6309,-8.1570,3.202e-17,2.397e-17,9.941e-18,0.0,-35.06,1
RightS016371,22.5841,-8.1515,6.271e-20,7.425e-20,7.572e-20,0.0,-37.62,0
RightS016372,22.6076,-8.1693,2.961e-20,3.466e-20,3.559e-20,-0.001,-37.32,0
RightS016373,22.5804,-8.1810,2.269e-18,1.936e-18,1.043e-18,0.0,-38.23,0
RightS016375,22.5953,-8.1599,3.071e-19,3.060e-19,2.169e-19,0.001,-37.75,0
RightS016377,22.6191,-8.1793,9.336e-20,1.051e-19,9.754e-20,0.0,-36.15,0
RightS016378,22.6423,-8.1472,2.282e-18,1.949e-18,1.005e-18,-0.001,-35.28,0
RightS016379,22.6058,-8.1934,1.335e-17,1.024e-17,4.304e-18,0.001,-37.39,0
RightS016382,22.5948,-8.1968,7.225e-18,1.220e-17,2.557e-17,0.0,-37.56,0
RightS016384,22.5824,-8.1860,6.012e-20,6.706e-20,6.301e-20,0.001,-38.19,0
RightS016385,22.6411,-8.1701,8.125e-14,7.461e-14,4.749e-14,0.001,-35.08,1
RightS016386,22.6406,-8.1887,3.175e-19,3.215e-19,2.320e-19,0.001,-35.43,0
RightS016388,22.6298,-8.1609,2.156e-20,2.630e-20,2.876e-20,-0.0,-35.45,0
RightS016389,22.6289,-8.1702,1.560e-18,2.662e-18,5.825e-18,0.0,-35.85,0
RightS016391,22.6146,-8.2022,5.247e-14,3.712e-14,1.338e-14,-0.001,-37.09,0
RightS016392,22.6020,-8.1493,1.567e-18,2.548e-18,5.161e-18,0.0,-36.99,0
RightS016393,22.6182,-8.1744,2.964e-20,3.601e-20,3.820e-20,0.0,-36.27,0
RightS016396,22.5686,-8.1710,8.881e-19,8.300e-19,5.062e-19,0.001,-38.2,0
RightS016398,22.5969,-8.1592,1.625e-20,2.175e-20,2.853e-20,-0.0,-37.15,0
RightS016401,22.5915,-8.2037,3.581e-19,3.640e-19,2.659e-19,0.0,-38.13,0
RightS016403,22.6303,-8.2091,2.719e-19,3.857e-19,5.590e-19,0.0,-35.19,0
RightS016405,22.6366,-8.2195,1.138e-18,1.036e-18,6.029e-19,-0.0,-35.99,0
RightS016406,22.6546,-8.1704,4.135e-20,4.834e-20,4.658e-20,0.0,-34.92,0
RightS016407,22.6092,-8.1873,1.016e-20,1.419e-20,2.113e-20,-0.0,-37.1,0
RightS016409,22.6133,-8.1605,6.306e-19,6.246e-19,4.427e-19,0.0,-36.47,0
RightS016411,22.5999,-8.1757,4.810e-19,4.673e-19,3.174e-19,-0.001,-37.78,0
RightS016413,22.6104,-8.1469,3.383e-19,3.490e-19,2.777e-19,0.0,-36.53,0
RightS016414,22.6537,-8.1713,2.720e-18,2.323e-18,1.213e-18,-0.0,-34.99,0
RightS016415,22.6411,-8.1934,1.252e-18,2.425e-18,6.905e-18,-0.0,-35.23,0
RightS016417,22.6495,-8.1935,2.055e-18,1.806e-18,1.028e-18,-0.0,-35.1,0
RightS016418,22.6270,-8.2155,8.702e-20,9.268e-20,7.680e-20,-0.001,-36.48,0
RightS016419,22.6374,-8.1958,4.656e-19,4.830e-19,3.677e-19,0.001,-35.5,0
RightS016424,22.6178,-8.1655,1.405e-19,1.583e-19,1.472e-19,-0.001,-36.4,0
RightS016425,22.6000,-8.1513,3.123e-18,2.574e-18,1.299e-18,-0.0,-36.9,0
RightS016427,22.6354,-8.1750,1.787e-19,1.987e-19,1.783e-19,-0.0,-35.4,0
RightS016428,22.6291,-8.2012,1.302e-18,2.412e-18,6.151e-18,-0.0,-36.18,0
RightS016429,22.6484,-8.1899,2.252e-18,1.895e-18,1.007e-18,0.0,-35.06,0
RightS016430,22.5810,-8.1971,2.960e-19,2.949e-19,2.133e-19,-0.0,-38.24,0
RightS016431,22.5956,-8.1768,4.658e-20,5.661e-20,6.196e-20,0.001,-38.0,0
RightS016432,22.6629,-8.1935,3.293e-18,5.136e-18,9.360e-18,-0.001,-35.05,0
RightS016433,22.5912,-8.1718,7.443e-20,8.254e-20,7.472e-20,0.0,-37.69,0
RightS016437,22.6206,-8.1919,1.396e-18,1.229e-18,6.745e-19,0.001,-36.32,0
RightS016439,22.6145,-8.1706,3.430e-19,3.488e-19,2.668e-19,-0.0,-36.6,0
RightS016440,22.6371,-8.1791,8.445e-18,6.827e-18,3.229e-18,0.0,-35.12,0
