Name,X,Y,BlueF,GreenF,RedF,Parallax,RadialVelocity,Variable?
BackS004733,-2.8940,26.5294,1.161e-20,1.527e-20,1.904e-20,0.001,-162.37,0
BackS004738,-2.8834,26.4754,1.905e-19,3.025e-19,5.537e-19,0.0,-161.73,0
BackS004742,-2.8568,26.4615,6.457e-19,1.234e-18,3.388e-18,-0.001,-162.39,0
BackS004753,-2.8875,26.4096,1.516e-18,1.400e-18,8.762e-19,-0.001,-161.08,0
BackS004761,-2.9006,26.4811,5.993e-14,4.355e-14,1.643e-14,0.0,-161.5,0
BackS004762,-2.9058,26.5544,8.779e-20,9.357e-20,7.815e-20,-0.001,-164.03,0
BackS004765,-2.9070,26.5234,1.893e-20,2.521e-20,3.316e-20,-0.001,-162.42,0
BackS004768,-2.8751,26.4170,8.247e-19,1.758e-18,6.095e-18,0.0,-160.62,0
BackS004774,-2.8999,26.5033,5.347e-19,5.511e-19,4.111e-19,0.001,-161.45,0
BackS004775,-2.8898,26.4086,6.927e-20,7.516e-20,6.580e-20,0.001,-160.65,0
BackS004776,-2.9061,26.5432,1.695e-18,3.059e-18,7.496e-18,-0.0,-162.61,0
BackS004783,-2.9045,26.5051,1.919e-20,2.324e-20,2.571e-20,0.0,-162.3,0
BackS004788,-2.9020,26.5333,8.011e-20,8.750e-20,7.524e-20,0.0,-162.48,0
BackS004791,-2.9051,26.5473,2.477e-19,2.528e-19,1.920e-19,-0.0,-164.68,0
BackS004802,-2.9148,26.5577,6.331e-19,1.103e-18,2.474e-18,-0.001,-164.35,0
BackS004803,-2.9078,26.5259,1.078e-19,1.139e-19,8.930e-20,0.0,-161.71,0
BackS004807,-2.8913,26.4134,6.229e-19,1.350e-18,4.738e-18,0.0,-160.72,0
BackS004809,-2.9206,26.6509,2.565e-19,2.569e-19,1.825e-19,-0.0,-166.13,0
BackS004811,-2.9384,26.6089,4.427e-14,3.233e-14,1.243e-14,0.001,-164.9,0
BackS004817,-2.9181,26.5803,1.206e-19,1.295e-19,1.078e-19,-0.0,-165.06,0
BackS004826,-2.9055,26.5442,4.720e-19,4.279e-19,2.563e-19,0.0,-163.4,0
BackS004828,-2.9074,26.5156,3.333e-19,6.064e-19,1.510e-18,0.0,-161.25,0
BackS004832,-2.9031,26.4911,6.898e-20,7.610e-20,6.918e-20,-0.0,-161.76,0
BackS004835,-2.9034,26.5304,1.604e-19,1.637e-19,1.233e-19,0.001,-162.27,0
BackS004836,-2.8920,26.5122,6.994e-15,9.951e-15,1.498e-14,0.0,-161.61,0
BackS004839,-2.9074,26.5900,3.443e-20,4.066e-20,4.245e-20,-0.001,-164.36,0
BackS004840,-2.8925,26.4993,3.342e-19,3.456e-19,2.679e-19,-0.0,-160.98,0
BackS004842,-2.9071,26.5376,5.485e-19,5.139e-19,3.317e-19,0.0,-161.8,0
BackS004848,-2.8979,26.4787,1.487e-20,2.023e-20,2.841e-20,-0.0,-161.0,0
BackS004849,-2.9054,26.5529,2.708e-19,2.878e-19,2.284e-19,-0.0,-165.15,0
BackS004851,-2.9007,26.5574,3.138e-14,2.213e-14,7.951e-15,-0.0,-164.31,0
BackS004856,-2.9050,26.5174,7.527e-20,7.923e-20,6.090e-20,-0.0,-161.27,0
BackS004861,-2.9130,26.5570,1.210e-20,1.638e-20,2.139e-20,0.0,-165.02,0
BackS004867,-2.8864,26.3593,1.277e-18,1.173e-18,7.076e-19,0.0,-161.24,0
BackS004872,-2.9131,26.5708,1.749e-20,2.252e-20,2.812e-20,0.001,-165.42,0
BackS004875,-2.8852,26.4016,3.380e-20,3.918e-20,3.861e-20,0.0,-160.66,0
BackS004880,-2.9059,26.5361,1.967e-18,4.811e-18,2.115e-17,0.0,-162.75,0
BackS004881,-2.9174,26.5580,2.673e-19,4.861e-19,1.183e-18,-0.0,-163.99,0
BackS004890,-2.9122,26.4992,4.902e-19,4.675e-19,3.197e-19,0.0,-162.55,0
BackS004891,-2.9087,26.5371,1.393e-19,1.475e-19,1.199e-19,0.0,-162.42,0
BackS004892,-2.9003,26.5180,1.962e-20,2.282e-20,2.236e-20,0.0,-161.27,0
BackS004896,-2.8716,26.4616,3.107e-19,3.012e-19,2.030e-19,-0.0,-161.61,0
BackS004900,-2.8899,26.4177,7.393e-19,6.888e-19,4.447e-19,-0.001,-161.1,0
BackS004904,-2.9016,26.4379,7.384e-19,6.529e-19,3.686e-19,0.0,-161.33,0
BackS004908,-2.8932,26.5921,3.594e-14,2.534e-14,9.001e-15,-0.0,-164.17,0
BackS004912,-2.8952,26.4904,1.221e-20,1.487e-20,1.594e-20,0.001,-161.34,0
BackS004916,-2.9408,26.6120,2.000e-18,4.491e-18,1.736e-17,-0.0,-164.73,0
BackS004918,-2.9020,26.5444,4.203e-20,5.203e-20,5.649e-20,-0.001,-163.02,0
BackS004924,-2.9025,26.5208,1.179e-19,1.312e-19,1.171e-19,-0.0,-162.2,0
BackS004930,-2.9035,26.5477,2.123e-18,4.461e-18,1.506e-17,0.0,-164.17,0
BackS004931,-2.9022,26.5450,4.802e-19,9.050e-19,2.493e-18,-0.0,-164.15,0
BackS004933,-2.8963,26.4935,2.431e-19,2.483e-19,1.927e-19,0.0,-161.3,0
BackS004936,-2.9046,26.5441,9.678e-19,1.633e-18,3.415e-18,0.001,-163.0,0
BackS004938,-2.8943,26.4706,9.359e-19,8.767e-19,5.341e-19,0.0,-161.06,0
BackS004943,-2.9090,26.5559,5.525e-20,6.307e-20,5.903e-20,-0.0,-164.99,0
BackS004944,-2.9067,26.5253,3.620e-19,6.571e-19,1.705e-18,0.0,-161.98,0
BackS004949,-2.8803,26.4638,2.475e-20,3.189e-20,3.913e-20,0.0,-161.07,0
BackS004953,-2.8991,26.5188,4.273e-18,8.594e-18,2.599e-17,-0.001,-161.28,0
BackS004954,-2.8955,26.5325,2.471e-19,2.456e-19,1.819e-19,0.0,-161.76,0
BackS004966,-2.9059,26.5750,1.102e-20,1.461e-20,1.884e-20,0.0,-165.37,0
BackS004969,-2.9296,26.5556,6.303e-19,1.052e-18,2.240e-18,0.001,-164.22,0
BackS004972,-2.8926,26.5486,1.480e-20,1.912e-20,2.323e-20,-0.0,-163.81,0
BackS004973,-2.9071,26.5739,1.234e-20,1.614e-20,1.950e-20,-0.001,-164.89,0
BackS004974,-2.8746,26.5433,3.363e-18,2.809e-18,1.427e-18,-0.001,-162.53,0
BackS004975,-2.9127,26.5839,1.265e-18,1.090e-18,5.898e-19,0.001,-165.56,0
BackS004976,-2.9373,26.5514,5.865e-18,4.671e-18,2.093e-18,-0.0,-165.43,1
BackS004980,-2.8761,26.5617,5.484e-19,5.362e-19,3.763e-19,-0.0,-164.99,0
BackS004982,-2.9272,26.5726,4.812e-15,3.165e-15,9.567e-16,0.0,-165.24,0
BackS004983,-2.9350,26.5060,3.979e-19,3.782e-19,2.365e-19,0.001,-160.88,0
BackS004988,-2.9095,26.5706,1.047e-18,9.735e-19,6.135e-19,-0.0,-164.75,0
BackS004989,-2.9029,26.5157,4.509e-14,4.285e-14,2.947e-14,0.0,-161.58,1
BackS004990,-2.9247,26.6001,8.419e-20,9.082e-20,7.566e-20,-0.001,-165.82,0
BackS004991,-2.8940,26.5516,1.196e-18,9.995e-19,5.227e-19,-0.0,-164.76,0
BackS004992,-2.9221,26.5739,1.635e-18,1.467e-18,8.505e-19,0.001,-165.61,0
BackS004994,-2.8977,26.5344,1.030e-18,8.828e-19,4.798e-19,-0.0,-161.85,0
BackS004995,-2.9035,26.5126,1.305e-20,1.590e-20,1.688e-20,0.0,-161.14,0
BackS005000,-2.9076,26.5047,3.218e-19,3.131e-19,2.134e-19,-0.0,-161.64,0
BackS005002,-2.8855,26.5514,1.074e-18,9.969e-19,6.161e-19,-0.0,-163.56,0
BackS005003,-2.9282,26.5390,1.708e-18,1.465e-18,7.725e-19,-0.001,-163.38,0
BackS005004,-2.9201,26.5921,6.509e-18,4.981e-18,2.104e-18,0.0,-165.78,0
BackS005005,-2.9142,26.5522,4.618e-18,7.130e-18,1.258e-17,0.0,-164.7,0
BackS005007,-2.9083,26.5765,5.085e-18,8.411e-18,1.726e-17,-0.0,-165.33,0
BackS005008,-2.9200,26.5387,3.070e-20,3.523e-20,3.320e-20,0.0,-163.17,0
BackS005013,-2.9052,26.5534,2.597e-18,2.233e-18,1.175e-18,-0.001,-164.24,0
BackS005014,-2.9253,26.5407,1.006e-18,9.320e-19,5.873e-19,0.0,-163.49,0
BackS005015,-2.9184,26.5386,1.539e-19,1.683e-19,1.475e-19,0.0,-163.27,0
BackS005016,-2.9390,26.5543,1.004e-18,1.576e-18,2.845e-18,0.0,-164.53,0
BackS005017,-2.9254,26.5567,8.987e-19,8.009e-19,4.573e-19,0.001,-165.27,0
BackS005019,-2.9076,26.5448,3.628e-20,3.816e-20,2.980e-20,0.0,-163.54,0
BackS005022,-2.8979,26.4975,1.672e-19,1.706e-19,1.255e-19,-0.0,-161.03,0
BackS005023,-2.8823,26.5711,2.073e-18,1.780e-18,9.450e-19,-0.0,-164.41,0
BackS005024,-2.9499,26.5565,3.241e-20,3.677e-20,3.363e-20,0.001,-165.9,0
BackS005025,-2.8892,26.5488,2.436e-18,2.103e-18,1.169e-18,0.0,-163.47,0
BackS005026,-2.8972,26.5484,1.769e-18,3.019e-18,6.400e-18,0.0,-163.49,0
BackS005029,-2.9324,26.5596,6.300e-14,5.272e-14,2.636e-14,-0.0,-164.75,1
BackS005031,-2.9025,26.5308,9.262e-18,7.363e-18,3.436e-18,0.0,-162.59,0
BackS005032,-2.8791,26.5221,1.384e-19,1.406e-19,1.035e-19,0.0,-161.67,0
BackS005038,-2.8795,26.5165,6.547e-18,5.206e-18,2.409e-18,-0.0,-161.12,0
BackS005039,-2.8973,26.5129,1.192e-19,1.316e-19,1.113e-19,-0.001,-161.32,0
BackS005040,-2.9074,26.5525,5.909e-20,6.500e-20,5.712e-20,0.0,-163.9,0
BackS005042,-2.9202,26.5573,4.960e-20,5.653e-20,5.373e-20,0.001,-165.37,0
BackS005044,-2.9117,26.5627,4.118e-19,3.977e-19,2.647e-19,-0.0,-164.4,0
BackS005045,-2.9102,26.5629,2.278e-18,3.537e-18,6.430e-18,0.001,-165.03,0
BackS005046,-2.8899,26.5683,3.094e-18,5.112e-18,1.041e-17,-0.0,-165.06,0
BackS005047,-2.8933,26.5409,8.898e-19,7.845e-19,4.272e-19,-0.0,-163.07,0
BackS005048,-2.9147,26.5257,9.041e-20,9.700e-20,7.987e-20,-0.0,-162.56,0
BackS005050,-2.8631,26.5081,1.240e-18,1.060e-18,5.462e-19,-0.0,-161.13,0
BackS005051,-2.9172,26.5028,6.477e-18,4.985e-18,2.147e-18,0.001,-161.06,1
BackS005052,-2.9117,26.4969,1.392e-18,2.323e-18,4.683e-18,0.0,-161.53,0
BackS005053,-2.8857,26.5237,4.406e-17,3.245e-17,1.266e-17,-0.0,-161.59,0
BackS005057,-2.8938,26.5528,6.156e-19,1.122e-18,2.827e-18,0.0,-163.73,0
BackS005059,-2.8801,26.5496,6.005e-19,5.524e-19,3.322e-19,0.001,-163.35,0
BackS005060,-2.9253,26.5367,1.286e-20,1.648e-20,2.037e-20,-0.001,-162.59,0
BackS005061,-2.9278,26.5697,1.947e-19,1.964e-19,1.434e-19,0.0,-165.62,0
BackS005067,-2.9150,26.5065,6.024e-20,6.444e-20,5.276e-20,0.0,-161.1,0
BackS005068,-2.9086,26.4918,1.835e-18,2.904e-18,5.224e-18,-0.0,-161.24,0
BackS005069,-2.9470,26.5516,1.630e-18,1.445e-18,8.333e-19,-0.0,-165.64,0
BackS005070,-2.8990,26.5358,9.540e-20,1.033e-19,8.712e-20,0.0,-162.43,0
BackS005071,-2.9312,26.5701,2.706e-19,2.694e-19,2.005e-19,-0.001,-165.63,0
BackS005075,-2.8995,26.5494,3.726e-18,2.965e-18,1.308e-18,0.001,-163.65,0
BackS005077,-2.9027,26.5292,2.859e-20,3.330e-20,3.432e-20,-0.0,-162.27,0
